"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Colombia","COL","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","81402777517018.9","85763105855283.8","90448781742482.7","93523938316418.5","100201402086308","103897587017474","107796087512270","113276116195710","119629139489485","126797868254793","136863495623207","144408218734922","156264811054401","168036428080427","176289828457157","179386888494728","191495666884972","202491137707844","218159244886010","227034900203521","237129318539031","240042349257448","242782204543781","246783949161194","255962771787660","262620928745283","283701860863845","292666998616954","303258732057403","313271058211643","320538202392241","326967715475920","339273555004597","356213531501029","385778799733522","406001696470108","413047365657709","427709108846440","424253519740458","406218695037507","413287537373857","416107844460602","427982477381687","445420935092831","471781309230229","492040904597934","527860520987802","567802228594982","603151291829841","608502208221132","648472520447927","708894246118155","741134200485535","779515131028950","805084440686170","804692000000000","816563524602884","837682278332551","869454112210606","896274314411962","824780599044778",
"Comoros","COM","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","150707647626.072","156530420048.079","166523577175.933","174551332009.516","181726485495.644","185870936677.906","189340430956.943","192441825158.417","197613217394.897","191329987559.053","201071072598.923","190221483331.761","206449727198.785","212654374282.838","201433219305.056","208706360015.596","206010285679.018","214312918151.034","217061249401.055","221237565170.649","245238049795.776","250959253119.116","256793727830.186","262196310323.785","267229138913.583","274812501194.187","282086413562.71","285627000000","294489007342.044","305262520996.51","311307061276.738","325435774809.024","336014932985.436","350544799870.213","360228171535.277","367267612875.825","382350658206.118","398934753418.06","411845613367.135","419655334382.117","",
"Cabo Verde","CPV","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121973724800","129764008286.683","129860309252.731","131054267909.312","135605115411.616","136761586675.579","138779080457.52","140297049182.062","142706904280.021","149339628699.238","154961583483.007","162173359772.618","171421637498.381","144612813647.4",
"Costa Rica","CRI","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","2726784866570.54","2783832912514.71","2921316690582.86","3057015941239.89","3258266909958.04","3521957857783.34","3793636456668.39","3995298155481.93","4303607732663.21","4540731533117.38","4920722057019.38","5167106558371.71","5574033774477.41","6004980051369.71","6179701265369.56","6372698107355.52","6881661856721.48","7711891518136.73","8054122420507.81","8338912821009.15","8401432489056.59","7981639196706.97","7431269692603.56","7732326790347.55","8388304281570.92","8490409592842.5","9285729235192.22","9447338867718.22","9759953490143.56","10218089405321.9","10469200817252.3","10563401008907.8","11603582054637.5","12472370450014.7","13130989708904.7","13671902263396.1","13718543025258","14665062350472.1","15837706970092.7","16278067462253.5","16805660609537.3","17409583722335.6","17908844555714.4","18628987156562.8","19296361976736.7","19920390144994.9","21243444483836.3","22817333709123.5","23687089972226.8","24005341628871","25537117477277.6","26499342862037.3","27918479442209.9","28655378068877.8","29788193654710.2","31486781876750.9","33135825536450.1","34343647497600","34802427395444.9","35653286405075.1","34195472703468.2",
"Caribbean small states","CSS","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","15387295078.7448","16708419416.8552","17514537735.511","18115027711.819","18291673166.7218","20032022424.0058","21117512808.2231","22951967547.2025","24459819132.1019","24719374049.1357","23580578315.7916","28159539528.0631","30645913994.0631","32289877066.8149","34837957336.5293","35987401443.1233","35087755629.4157","34461720955.8214","35790590297.986","36043291899.121","35219829419.2585","29561060803.882","25054495529.4092","21713237251.0768","22303243716.0574","22814691770.6798","24774602129.462","25365982100","24983158212.5559","26401250700.895","27329288836.9758","28218724441.7043","28776590901.3011","30437177845.6447","32362621929.0887","35264391472.4851","40045945689.6552","42801005298.7631","41467803866.6496","42766433083.177","46585000701.7544","46070556734.5315","48258004030.0913","49497449365.466","51205714821.493","53746211582.7053","55722026723.6772","56771685825.4488","57139545649.4125","","",
"Curacao","CUW","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","2807189063.45914","3476801465.68618","3929884909.65047","4150360728.82386","4569687339.3045","4783085194.43425","4876788818.6875","5279234150.46416","5486676482.49236","6103481347.51573","6339946127.57994","6631263676.07167","7158503415.54043","7580557682.36949","8097241759.27387","8895062362.72452","9053377686.36094","9778295674.72001","9961152197.03884","10493976991.207","11328247863.6807","11479085947.2398","11759835607.0585","12561690092.3236","13255899059.9721","14053675074.2168","14786948320.3438","15098312427.7598","15770569149.8296","16659352928.2185","17201039259.1487","17902321661.4584","18888149605.5994","19436831219.2627","19083519414.9303","19409974000","19390580557.5721","18754799921.0364","17541414204.2262","17239574848.3704","17996935394.7994","19326228923.8046","20303885327.8228","21262229568.7546","21716319176.4474","20825772734.5359",
"Czech Republic","CZE","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2974653400910.9","2520359637628.87","2516501120577.81","2538556533787.84","2636690888258.06","2771105226702.06","2920220455239.48","2904945983859.56","2936714323400.16","2973338317548.88","3057446360075.97","3182245219814.7","3278012567234.22","3401054703430.07","3592940360182.34","3790980041084.08","4001203134173.02","4252020395752.83","4332513207292.3","4181844891481.93","4230620537271.83","4256067326070.9","4201062565780.98","4232943228694.61","4375381677824.51","4625378000000","4782487610234.7","4987515583624.46","5147618610128.09","5287893454957.2","5057001436583.03",
"Germany","DEU","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","1255519135578.46","1298721165492.19","1355841186796.62","1416871557129.4","1416717904867.89","1409200241340.56","1475303706431.51","1524633090334.94","1577410446487.08","1635398020952.74","1645309841802.01","1640422093568.09","1634985224341.93","1664444541146.05","1705130237835.15","1743150374517.83","1813230551881.56","1849610308808.9","1917191540627.55","1982516871685.84","2090205479860.26","2190533649808.36","2245867268562.01","2231161988694.77","2287552378242.12","2329034052816.5","2345890463840.81","2379412658391.58","2438475716609.65","2488663897338.79","2532543146034.98","2574400291419.34","2582957042016.99","2579065188100.58","2611041144131.62","2614414789891.57","2695831136941.85","2779848252853.06","2786954282434.34","2675085176454.35","2761763408732.8","2837932680621.45","2846383068009.29","2871735806766.17","2950786937189.37","3026180000000","3119233070772.44","3187595039779.7","3215340692102.58","3246940271259.41","3117220791078.32",
"Djibouti","DJI","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","363051456345.87","385346931386.798","400184669538.672","495036098519.72","","510136710007.093","549776851356.975","508595382098.087",
"Dominica","DMA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","720855156821.495","762361933759.937","802966186701.528","860424255627.798","877422843978.346","900106937026.392","938072304600.503","981736230779.398","953407642333.465","944153171339.197","1001587714913.34","1020583808331.37","1050722612399.25","1081450975443.79","1064072112671.26","1047564671135.32","1083053911939.93","1113097954858.49","1160866869928.09","1208999933180.36","1281747610970.8","1287122754878.45","1281610493513.32","1291846218152.42","1313212270575.38","1327102152606.68","1363125903696.55","1361561167795.3","1428577309837.08","1472672050058.88","1520939905886.39","1570483602146.38","1602553717275.34","1643837255730.98","1704203183035.44","1715964068049.51","1729343295431.05","1742681410601.57","1795333795993.02","1849403127718.71","1912987893408.94","1923989717285.1","1929085285065.42","1838626060110.06","1895037795772.55","1900358175437.17","1909813185265.5","1938029688357.62","1985677610100.32","2036356221000","2100865221497.19","2160006630856.49","2188369816916.58","2249474466537.21","2218516763894.62",
"Dominican Republic","DOM","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","125514988879.264","122370652203.49","154952365569.469","170887320126.309","181944487427.23","150271899922.194","170564157435.933","176110589571.542","176472668921.398","195680010076.929","224725087988.563","232802953114.808","257610561196.406","288938411947.071","321713773137.416","363583642663.359","322669351328.784","346765809171.988","333827287400.112","331504128045.919","402267983033.732","414861529106.389","413943830899.158","433828017658.775","429077286015.231","439662124299.192","497790887855.678","538180626827.476","604580873692.471","629752357600.773","571104589666.801","597930504037.293","664114767279.022","718078085279.77","745101135065.268","787538154404.903","829382558941.134","911982562246.929","985056612708.71","1037367732310.28","1068630277267.3","1105176094425.81","1144232473631.08","1119666587870.02","1166660485557.31","1245755842159.19","1361291156543.23","1458416518100","1478151918984.64","1523047281462.78","1641896217294.89","1673412325865.04","1720926077190.28","1796934528031.15","1923140566701.45","2102204598935.76","2265530723026.78","2342457017241.31","2471399990269.56","2623523939979.79","2468392820150.37",
"Algeria","DZA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","-48208361342.1191","-385008734631.048","896160116938.111","932864527128.392","1052361384500.07","1179677641951.77","947724391467.763","1122028920629.44","1145161990027.01","1214471057873.3","1408011616689.32","1634770847665.65","1901874769040.36","2111982360750.62","3470564025897.53","3385903939526.6","3821081729699.07","4110843653742.56","4328753471921.49","5116077863270.17","6132863449581.34","6720049684994.14","6642394083301.36","7042777593448.77","6912881652553.72","7099618224990.55","5768814004039.07","5467286830970.71","5254958361239.42","5417587939984.3","5731571337731.63","5804821803966.46","5588078380370.87","5205810559503.35","5254931270804.47","5377309245745.45","5652441868339.04","5757831107309.08","5603483340210.39","5963770468763.64","7430318583234.74","7605268692477.81","8010680101267.94","8955951116769.13","9625021734408.93","11361395082133.8","12456679989751.3","12693795924291","13364812520941.3","12284733124978.2","14074227809852.1","14947370935481.7","16209598000000","16568465658984.1","16899824407736","15989250183468.3","15838407401576.3","16722563488042.4","17592948332387.6","17685402886795.4","15818997264446.5",
"East Asia & Pacific (excluding high income)","EAP","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","8773089827.34803","9164982601.97111","9674609225.14276","9852822733.17204","10564265803.8535","10878597558.4818","10978570453.5244","11505320935.9994","11792647064.2195","12217294633.6021","13112122315.0115","13879779345.0862","14069359407.6569","15279909785.7293","18433331859.5731","19660917104.5767","21378562021.777","22481642486.6631","22978079302.9237","25021822362.988","26267827912.4747","27339398765.9789","26985228188.7978","26718082766.4897","27552974092.5498","29424661690.8338","27939818557.5879","27904588306.1639","27725635777.3962","28217786801.7314","30473780482.7957","31805320853.5945","32836363772.7458","30992392457.4632","32245317822.0132","32820914059.0265","33848707141.1388","35388402918.1902","35626141629.2774","33834396760.1404","35066092160.4727","35923486746.8469","38137849779.376","39639042872.835","42351139508.937","45510039804.4895","48711404451.5224","51007777000","55513860275.2344","53742304159.2909","56479739053.3248","61980999335.0517","65079926705.9621","68470873733.3495","71266014238.5022","68599573974.3416","68276323369.9318","70810613786.1873","72072475808.2871","72466707241.2816","67318460557.173",
"Egypt, Arab Rep.","EGY","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","232479335450.723","241778248510.419","244599535907.466","271484440202.478","300574517805.178","316124788964.888","329077272684.67","334540111388.579","319599450914.216","343591442468.145","365366726289.897","374646761342.672","384797532956.116","402325305687.277","402686872893.408","427964981756.349","479955044864.626","528543202958.101","558591204737.279","589461347978.534","656900827122.012","707996090324.332","761767251058.355","796813492108.139","880975477761.656","930895177056.924","959166972842.849","980145815107.475","1018207948575.2","1067116545087.23","1137208019650.01","1173933925347.74","1230142396059.3","1270896002865.31","1310501050788.59","1366093593088.5","1422973010591.01","1501094212856.8","1562620584828.82","1665864969666.39","1782960755321.52","1855524514951.31","1903075192140.75","1966466171453.44","2059575265356.13","2165287959443.62","2336534518769.23","2500106831231.57","2685771672051.79","2725330185601.58","2866717122830.17","2967274328380.21","2987371053636.12","3073384403396.4","3135293804967.19","3259845996716.54","3382353959435.08","3470000000000","3656738707697.03","3848029272209.65","3975992556446.94",
"Euro area","EMU","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16300905837.884","18515696217.4803","22493444072.9946","23090799134.9087","25207402604.5997","27238330169.6774","27616873870.1415","27623097368.6957","26761520800","29140879621.096","29988794493.5751","29080138926.3568","29439066212.7732","30159928148.2292","29754072448.773","30185531860.2948","27260250282.7784","28236343072.7954","28804937731.006","30394903883.2878","","","","","","","","","",
"Spain","ESP","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","343164480025.549","358738344505.125","388920984081.106","418829429221.802","438481797167.015","441888464405.367","456712403261.086","468056117852.842","476573969100.753","477046060478.705","481657406073.207","474803383252.759","480233145749.647","485093055331.387","491237906059.649","505858081416.965","532441357651.091","566025408125.776","598158765947.213","630355846309.114","656961090904.13","675934117154.634","683488604275.072","674871312363.384","688656486685.052","709000306527.148","730009244553.444","756721205899.014","795262117424.781","830378357080.119","865841326431.468","903907674505.794","935463834567.982","966748977322.902","996125941554.99","1034791599612.59","1078778964272.03","1120667326559.76","1125370764726.14","1095162896918.21","1089875349208.65","1070299618304.96","1035164108698.16","1024747880153.25","1036092835003.71","1077590000000","1111894605487.23","1143006822556.75","1167164523842.21","1187583793486.61","1063980005109.05",
"Estonia","EST","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8296931117.46236","8723298089.48664","9951968508.3966","10351536834.8906","10287910186.9338","11648256634.0713","12566025364.7676","13667130027.6999","14788567477.0298","15786966430.7202","17390431883.515","19317193472.93","20993999329.1316","19936172564.5246","17103847030.8402","17316853480.1567","18605288020.4908","19106272888.7","19502010063.8779","20330233915.391","20782215000","21641410794.3155","22734633855.6673","23684161308.7386","24816470443.9907","24244993319.3567",
"Ethiopia","ETH","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937752926324.91","1039999281719.24","1156030256149.11","1287203765226.53","1430789690323.12","1568097451000","1713919606251.16","1835091200965.26","1996143181947.32","2166875676486.66",
"European Union","EUU","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","73298945492.5811","74726163132.9426","80516577660.2321","86384442755.57","88761058057.7492","90824585149.3582","91581406596.1683","91823161364.9534","93825894949.3406","100485448294.514","104555165926.748","105408784711.388","108920532844.933","112162781505.251","116477644291.135","120462808823.529","124634184243.298","129567755323.641","137126663728.704","144154758491.45","144913386721.106","135400858141.703","130986395529.872","130165260498.345","136247660870.915","143996792601.62","149048849042.146","158298739135.59","168068226345.083","174278929092.26","182731784210.526","188374316111.489","191650533824.514","194240815780.446","200705862706.913","203984179224.298","209918241344.968","221013029814.975","221117579319.46","204235374860.597","209219237508.428","213392121658.775","209598191094.734","208194159629.764","207993069678.132","211385000000","217120735865.882","223615768483.934","227141785392.362","229395090924.37","223686278027.066",
"Fiji","FJI","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","472515412452.949","496128727223.125","529640141089.333","562711005794.502","601126196574.275","630585858272.161","663550394212.91","696544482189.477","728037298527.189","780412521850.148","827372372514.094","871905814571.665","913905769962.216","973881564426.554","999282878788.177","994673725048.428","1036727687253.67","1070138246174.13","1118464741666.4","1156124993414.33","1164327162340.27","1168291840967.57","1198508706829.17","1216311319387.48","1231656407824.33","1252277172600.17","1296332292151.2","1329131471815.49","1396594060338.33","1454101162296.97","1497295530362.84","1510678201121.32","1536328304680.12","1530452002121.45","1564963000664.34","1594870630700","1614073354815.59","1651040215193.62","1715160016503.28","1774846095952.49","1832205060246.41","1869775888122.45","1899154124668.17","1914686032455.28","1964205698477.75","1989728990228.92","2029740526682.33","2085158212515.66","2086793467767.08","2041708214064.17","2073448884151.93","2104510202812.15","2108515706873.26","2126973182384.99","2154348139350.71","2198432000000","2229259103603.5","2271129043863.18","2303441341517.09","2344282535749.35","2161230523837.97",
"Faroe Islands","FRO","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","582373385926.414","671511574076.254","719841112279.17","752456079818.049","772474321405.103","836780686095.652","880834895098.803","886510993800","903876334706.67","962604286254.139","1147231639838.24","1242574441710.92","1320482061608.4","1473411909614.07","2706349791126.49","2902677554486","3781668145521.6","3371104391072.61","2626928944658.5","2925877179557.78","3761734694413.85","4221424400601.92","3890733124979.2","4086918609439.93","4160291599290.41","3531802325667.78","2736908640946.84","2202203285851.48","2527081749280.14","2672274816363.03","3037316632826.93","3041727908217.15","2851362734196.75","2887899776297.9","2825944467649.5","2914370358918.15","3305294613273.5","3403022426593.28","3151146494908.48","3299412478067.02","3756567538811.1","3679028000000","3732186870324.87","3779969301852.28","4077586240735.97","4746859683940.38","4804239634391.44","5139343380706.73","5712955365097.11","4701026573158.31","5895856809065.56","7317926094884.62","7564643282966.65","7384638097574.83","7409696002143.44","7243032028464.77","7246950639143.01","7633195345719.65","8244762030854.7","9034737605129.04","7944659288399.41",
"United Kingdom","GBR","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","688864097949.852","713686644160.882","746144345489.03","784217042372.122","750983177396.318","745955096916.437","765092134168.685","784395621555.202","822775139353.416","856066199467.851","843162413528.452","837318016003.103","854045795804.351","891044990055.575","909016909682.335","947972648550.558","971835689402.869","1024943650609.37","1087033884496.59","1117133865978.65","1129430569302.29","1119360630597.38","1124616119102.85","1153277482876.05","1193134232794.9","1216172304254","1249119990222.08","1306059738333.16","1355076453784.65","1403298821815.47","1449006650979.83","1495576702517.12","1536170955805.2","1591523006810.46","1628248841328.85","1675756150112.95","1717460228320.88","1752579427907.51","1735030908255.29","1674619872304.44","1713790158721.87","1725888904036.79","1752289842626.35","1798835315426.44","1862211896330.88","1919641000000","1953853958811.14","1981538991763.5","2009780270075.3","2036984341785.61","1838679733463.6",
"Georgia","GEO","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26131101518.1875","27890032764.0743","29380557255.3177","30648108594.0543","32504546034.7069","33935000000","34497220415.8884","37369464258.8406","39666692856.1819","41932299712.8364","39349916766.3755",
"Ghana","GHA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72226543622.4567","75366100772.4124","82261959842.8275","86247090044.3072","91984598274.1564","106132698774.003","115995387053.307","124477578785.632","128032957384.219","130748228325.986","135158946555.348","146145906035.8","155207065740.852","165307592015.224","",
"Gibraltar","GIB","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32551250135207.9","33032897414362.3","35332916006140.5","33996159689072.3","39243443548947.7","42004519142763.1","45869812570260.5","47145653013693.8","48523290804274.7","49693704182069","55881769459493.2","63201412222066.3","66697235275266.9","69477656013554.7","49967687416688.8",
"Gambia, The","GMB","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41406251393.8053","40431788580.2352","40207192354.8387","41429994483.8019","44021625602.0631","46956812978.7831","49730232684.5728","45686926650.5464","48082155157.2954","49463596600","48058181389.6942","50844385582.2906","52235381843.1328","54223093043.2679","57202329912.1416","62950214671.7282","",
"Guinea-Bissau","GNB","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279901175111.319","307672802870.813","311049481858.871","303149851242.164","315017501690.781","309516000000","","325486826945.699","340826451563.783","334837102660.846","360762622905.397","417776338640.117","383027816140.298","394181141686.86","410074643318.116","468127289837.276","503181775610.263","576557085495.578","530222629392.045","513859840160.09","497791430842.159",
"Equatorial Guinea","GNQ","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3812100313379.59","5274146000000","5945425828739.54","8269691417922.37","5939835586887.92","6267075326175.18","7642672520488.86","8220394876480.44","7617117240376.23","7301236464281.39","5258350786966.68","4361394938862.94","4623103423808.1","4693332073113.9","4164540126499.37","3414897359557.15",
"Greece","GRC","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","37651894183.9101","42648602037.0482","42767599530.6619","47937692528.4337","52434859641.675","58043164970.4841","61854319753.6736","65402508046.2599","70057084618.5367","78183806332.7737","84783201313.6235","91179386171.9604","100229387968.163","108530616364.961","101373652959.163","107224215287.563","114227020230.559","117809390287.316","125971789828.228","129574052056.108","130265042744.624","128735060228.238","127455012874.693","126595733375.016","128086150375.593","131087963124.615","131724304905.017","128737130623.738","134799900565.883","139882233708.054","140246510391.99","144782750306.013","145259131205.549","143216211649.883","146412222585.541","149665303176.357","154338426287.355","161064006355.5","167523200751.013","172340437710.408","177949914567.919","185762457426.035","193940721868.397","205966604233.919","216064647852.57","216892238819.397","229140273829.394","236659109323.557","235141680638.032","225305694124.786","214122635715.556","191482480285.895","176882013822.392","172726427894.649","174618403576.267","176110220000","175912341794.811","177742809822.451","179126733500.194","182026987992.391","167316587808.052",
"Grenada","GRD","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11326580252.2083","11956785197.2636","12268116042.6081","13058859168.3972","12994296547.2204","13444341392.844","13792846950.9989","14078000000","14221777297.1271","14652157409.3956","14475710484.2844","14998889891.2917","15528990044.2911","16780730182.9825","17133691105.3709","17624034615.1629","","",
"Guatemala","GTM","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","60605221707.9783","61798471884.5441","64461247908.578","70975397351.7774","75571661513.6582","77866560695.4423","81885971496.1371","83411766686.7135","91195993170.7482","95131656767.7461","104138572345.579","106349653201.716","111216816750.068","119494749459.259","123294013419.643","124648452899.76","135115232597.756","155407054433.559","156471310176.088","158011468646.658","160931803141.198","159206017282.866","152115697019.992","149278004778.226","151961047124.216","148108126539.96","153653094686.336","156237073853.53","162612546786.972","167902693761.99","172629819610.144","183312874239.543","191801177847.52","199394230900.75","209757989456.774","221334058913.524","221840363923.397","234851130399.932","252901074981.082","260360314538.249","271497340478.194","283707798850.196","293049887782.716","298857396762.888","306631627254.557","314217749882.381","330235491635.354","350730222350.092","360733188109.344","369532554636.975","381943807853.251","401601079166.613","411067345081.281","416383220634.189","434321220570.604","454032193988.844","467766665957.981","482217642293.47","495883614435.709","520379575352.88","519769689034.042",
"Guam","GUM","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4487982673.26733","4549477629.98791","4842927731.09244","5041450352.68584","4870756132.75613","4891000803.53556","4991141414.14141","5059608942.78136","5158250459.72784","5146307561.88538","5265000000","5345248997.22308","5440935010.48218","5537337325.99547","5558760869.56522","5582921296.2963","5500953931.20393","5639234370.61957","",
"Guyana","GUY","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
