"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"St. Martin (French part)","MAF","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","92746376393.617","100930660320.579","111776186245.783","121624870593.103","126547132397.324","133129874111.18","134740868358.243","138148227270.532","157812489857.769","172099884624.993","182713971737.386","196457885437.382","198089839667.098","210314186267.755","220047183357.018","213882066282.732","229159849571.023","234218297485.43","248535123291.534","265800355713.982","290698747452.005","294864106454.007","333549158004.582","336713608179.402","342961049899.243","369685742908.148","363996924747.998","357246518537.957","385662221185.823","382622555843.768","427343669381.663","426192912769.324","456396813030.392","461745932125.661","462694516138.167","493394167617.672","512261115405.261","548642629902.072","569911975721.458","582070353591.227","621695120211.892","647530000000","699327417508.192","724876387093.844","748326900343.095","782923348252.755","802348924586.958","837974297972.957","862474004725.999","915464815616.404","932920627245.934","972307804291.704","1004801953704.89","1035266506521.96","976100216569.147",
"Monaco","MCO","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63118213341.9169","60115328702.5454","62007476577.6769","57753419046.3308","55559432166.0395","56689265346.7301","60290716957.7612","65158235797.5814","69651541523.8425","73878891643.1729","78579357170.6563","80975549162.0123","83357452998.0527","87573559434.364","82215902091.2054","86275377000","91372665334.2159","90760659961.5812","98625636917.4243","104191444763.505","104378905597.896","108414542967.318","112527099327.59","115992561907.125","121590245218.661","115420855041.258",
"Madagascar","MDG","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","7308030154064.53","7409548870768.03","7588463321927.19","7587624962247.31","7887473672738.67","7660362343021.06","8138861361876.1","8534676511349","9202596375247.02","9610374671787.79","10561710764704.1","10581008904112.5","10436900687945","10059987417834.9","9833688572639.2","9698559489031.72","9538128651281.51","9731186625163.83","9210260646425.3","9746497240414.43","10435873730413.5","9387767359401.39","9205754662121.21","9280798858902.32","9529010009579.88","9673350885348.29","9776015713478.77","9782806316991.05","10002960933881.5","9847459596801.54","10407929885811.2","9649707401257.19","9706416047818.4","9907298521998.66","9971058972920.57","10144284779618","10454578271128.4","10791146844740.3","11466450949644.7","11858041580387.9","12418177871787.6","13787122304594.1","12214018464530.6","13479410213288","14133392042921.4","14663063380014.4","15496714101123.1","15974088179600","17104043831614.8","15989780570902.2","16486270995817.4","17031544961305.9","17801731914048.6","18257778303753","18501595678254","19745452896189.9","21348538602439.4","21011938915117","20361633125686.3","20825146649326.4","21228872940449.3",
"Maldives","MDV","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56866746500","58960658684.3792","55197434057.5659","58411641898.6512","59956708724.3606","64181954719.4349","",
"Middle East & North Africa","MEA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","2124880723635.43","2230756256894.52","2339090557283.11","2535505057083.97","2834394753738.85","3036045935306.34","3227761418273.25","3400074258961.67","3717124157249.69","3839087456849.78","4092685599659.24","4250745619863.35","4624594023626.54","5016396289028.26","5322070100961.85","5549567299334.37","5819629533757.34","5936240359957.6","6440711071165.5","7087995655598.85","7773095784291.57","8464767426883.63","8383398624282.95","7862668479976.54","8132350682093.01","8275735689957","7792978584409.98","7960296646147.22","8005349847044.18","8427000823820.31","8960714868597.21","9342307530798.36","9738042378010.23","9923373200581.34","10483180365219.8","9750924061697.25","10380516362278.1","11194554887881.8","11768843964284.6","12281168230226.5","13097204770333.5","12982264035337.7","13034241274627.1","13273667813165.8","13662550191271.8","13996844760915.6","14676083600005.3","15087346737810.2","15347619078029.8","14381126794170.2","15009557946626.2","15473145373701.7","16015888235194.1","16277187078000","16686302158910.2","16979228472223.1","17413086189365.9","17932292450102.4","18320426895123.6","18457882223518.8","16804148877546.4",
"Marshall Islands","MHL","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162729265.370981","172980204.937848","170982967.327756","175724347.039344","164755126.513028","161151137.101968","163039073.146954","181753634.367969","188587238.752554","193465540.137834","182638006.649704","183814300","192273899.623945","208490414.414488","212734708.381247","","",
"Middle income","MIC","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295781361952.07","284211441091.346","262503356608.066","240970083103.882","239276081990.581","242474358738.517","233927446675.755","224189372826.705","225117586607.533","233995255249.218","274448824369.218","269824521113.298","270927100450.57","279038300545.23","291342838903.876","308447000000","322748083742.821","349239993093.988","365230935667.709","360616520043.471","374045221315.509","377562833094.754","377339097984.594","388504964268.347","405887197469.479","429136407996.166","454070939212.612","461488200044.086","470472715785.217","498147728448.25","477040914445.685",
"Mali","MLI","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","675612325971.979","714747481727.42","716802033897.367","757893038784.433","754550691181.984","797802097998.851","781184025566.466","757995393826.962","848472256946.577","981210086954.733","1037766207993.09","1014854424360.08","1130244135960.21","1074917759708.01","1113475924918.4","1048427416198.4","1076150979073.63","1085521918309.74","1289607076414.58","1323323965821.02","1355382333688.66","1418480323981.21","1486557996835.59","1448922549070.72","1617488655700.09","1530130246982","1585291996480.12","1604928101797.44","1647003174717.5","1766517652275.15","1870887407563.43","2082948912074.27","2117674360000","2098637185507.26","2404500227561.41","2444182908150.7","2684030597833.61","2730944907593.19","2860276836081.5","3122674915541.59","3215602732295.24","3391796676116.4","3706843359433.25","3972330787724.98","4217100367003.5","4293008767989.17","4218949757747.38","4489355741741.15","4831463057543.59","5185354450794.23","5224074713741.48","5431027629174.75","5733849377078.04","5772589176271.03",
"Malta","MLT","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5777674531.13933","5755554477.23903","5937200629.88677","6211869423.15947","6207642770.87557","6398222320.53827","6516083537.47707","6851351274.01366","7082977827.68099","6994472268.71411","7449544616.23726","7409800445.6003","7669725530.22974","8181476241.33397","8927712205.4803","9996709900","10476278764.9744","11447444281.9643","12149487439.4635","12883642146.5521","12001449787.5239",
"Myanmar","MMR","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52605928285725.7","54313144700897.9","58748355429402.5","67749026534091.5","71654665062997.2","74215745750000","77819083471590.8","82398436244910.5","87891161346543","90657875178300","81599299779104.3",
"Middle East & North Africa (excluding high income)","MNA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2169629000","2385216468.23779","2529300109.99375","2405417074.67269","2485430839.02973","2542970875.8348","2453620955.08929","2577430984.91255","2643868855.06367","2771796169.71297","2869391796.35042","3082926487.482","3299109813.21228","3474563972.22972","2816964094.55799",
"Mongolia","MNG","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9756588400000","11895581006002.5","13320355030128.7","14269293004646.1","15439776033119.8","15686437952888.4","16653461593794.6","17931140884278.2","18089952495480.9","21083034782896.7","21726416478646.4",
"Northern Mariana Islands","MNP","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1672626598.46547","1613444444.44444","1492453575.24013","1244017964.07186","1122417553.19149","1030844559.58549","978612200.43573","819400000","820283950.617284","737942093.541203","746000000","771468571.428571","820878571.428571","904097637.795276","1255354709.41884","1535327141.38287","1181420079.26024","1039223738.06276","",
"Mozambique","MOZ","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113920774071.817","105288163276.731","115881967463.247","124956111826.482","127086601996.729","140579791914.818","156499444974.637","172117901864.654","192382942970.775","193354765871.635","216087420074.607","237936902636.424","255103497094.063","275454272823.595","299468171187.78","329932926972.584","358246636426.326","389075581110.836","408910451060.27","427449935316.11","455190738640.825","488691308609.26","516586328349.395","555446624382.378","612962705503.408","648312713602.628","698955645858.147","697417758194.264","736601624818.666","",
"Mauritania","MRT","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","35416970471.5521","35631838362.924","33508933139.9007","40042578974.0115","47413642113.9508","46849630376.2315","48670495679.907","53578847056.7063","52595797974.8933","60121564522.2761","61276439648.8655","49630201381.1112","48608566063.6934","58976176083.2052","62298910417.5378","69100178770.8237","64734625270.152","60609653834.5254","60103488010.9771","61015197075.5884","61026619637.4154","61382611070.8103","56958194222.4814","57282044657.7361","59643136810.6882","65745251995.5303","69624783170.2432","67306988965.5861","77397247446.5421","78067731703.589","75796969629.5419","78680847414.3846","87292634046.8015","80954310568.5274","94951150288.2891","101288722263.743","99857977632.1757","102288531523.258","106100811432.472","101606955423.873","99611787471.0723","104414057824.312","117082839415.105","121087763866.112","138663630143.292","165813407294.484","163418160127.636","163778416992.303","161552793524.147","186881815809.266","214212562533.84","215000234516.025","220688779331.957","199572600000","198398475354.231","205099132710.821","219528472790.193","222044025791.843","238638857058.68","242785124488.7",
"Mauritius","MUS","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","64461753668.8194","65573902351.9187","66833817639.3625","68419683929.5927","60074391057.4465","61451296225.3454","63991835423.8558","66256909642.894","68972261189.5713","73195781398.3511","87364891799.9398","98754718609.9145","103229432047.78","104348744258.613","114166777405.455","118283804952.829","125808800709.727","129033979879.617","133048390334.074","139637838478.61","151110280300.323","158757161631.191","174771266477.996","178939818435.99","190985148794.533","196439469599.086","205185491418.072","208994769437.834","218702000897.608","213065864393.234","222869945816.551","238403308288.62","238377270643.593","241791812326.032","242611038942.723","250527978509.2","258524974477.552","272052162274.86","284389149203.906","306918834771.21","326491223646.818","334373218729.38","339716748580.998","352371675993.64","302002841493.49",
"Malawi","MWI","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malaysia","MYS","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","42267644415.7231","42496681227.2698","44100072400.5549","46070043706.8819","48917645936.7929","53555502843.8978","56651194696.027","57473608385.9663","59930423218.2741","65449682824.4225","68558083031.7675","74087846956.8907","78991289523.2777","93046842545.2868","101116190496.992","97716713066.6924","113443936674.671","124176656572.841","132646758091.83","148364881109.128","161118072732.896","167318498696.049","175835017626.733","188632559109.675","207611070058.39","201822872650.952","190654143198.686","205543472745.927","225221723934.27","245473779246.815","266821183452.197","291493844619.096","317660428308.274","350966757326.243","382785874260.008","422111600678.145","469917245049.046","504148121379.891","459961512994.862","484208592390.826","529599781138.552","528087496408.091","560560337002.328","605249948945.43","654571563652.77","706071521652.013","754908172492.888","807510807388.139","889246767047.179","855760403814.806","917037081939.882","981365463788.704","1025645385177.71","1063977212170.72","1131511047126.25","1176941187000","1222173288299.75","1303879324086.95","1361700553241.66","1425738291770.29","1341199466730.85",
"North America","NAC","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Namibia","NAM","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","42340985698.7045","40169656897.5671","39298691293.3355","38809182136.8276","38886934475.5257","40990200224.952","40561498414.1175","41293695378.2976","44452556295.3231","45458672961.7904","45144178418.6343","44211287657.6301","47262337226.868","44383839323.9031","47610516456.3813","47563741964.7104","50993852090.7309","54322533704.0019","57403696799.2826","59082117133.6021","62789061313.8715","66355072661.7789","69112578756.596","67635144651.6189","76096899042.6113","80828800306.003","89305890817.5738","95200548188.1219","103215013337.257","103158088668.609","108892615924.668","115827698890.146","120891393318.937","126443609845.505","136187757600.399","146018506571.177","150490094657.439","151856653905.531","152217652157.616","154147628038.737","143421130512.53",
"New Caledonia","NCL","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2331123667315.15","2327088639816.02","2277196820542.98","2355848364621.02","2414535892454.67","2551919748941.68","2492572590624.3","2536811453606.62","2740377248490.37","2747018451708.58","2719995777860.31","2936112574781.02","3072842796689.29","3153675345943.27","3155713253056.23","3368251203907.81","3547451146782.7","3646077621585.62","3923464436582.6","3991656382657.98","4316408819862.85","4422037562822.16","4906167478887.76","5178043336332.11","5497264067710.74","5726227000000","6054859832206.76","6361694757199.33","6819712813066.88","7227351650874.15","",
"Nigeria","NGA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","26853819034241.4","23371109265631.3","20206732585849.3","21029601263672","22614016779949.3","17285638880588.1","17144522075159.6","18042717092252.2","20764492545052.3","22502815221553.5","23286696252796.7","24037606202403.7","23030081034733.9","20983897001485.3","21323234207374.6","24046417674839.1","24064595429104.6","21826165233620.5","23942506892664.1","29861868850670.3","30320077087289.7","34842580217410","38309838323038","41223358084439.3","46945238960903.4","55968668431270.9","50844431951093.2","51787700048045.9","50159486403394.6","54612264176600","52857405839177.8","57439772700394.3","59936536201512.9","61976083632008","58533067674190.1","54014412035690.9","54119459610861.5","57318816565659.8","56131774839690.2","58054360660961",
"Nicaragua","NIC","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","41492081290.0994","45102282777.7646","50513716984.5417","55710762124.0997","62682400847.0482","68666608194.3183","69712226110.0035","74821674193.7995","75667058821.6999","79257613194.9225","80811341468.7359","82990331592.282","86330930349.1785","89646526326.6537","101010280401.883","99025541053.2195","109209946809.177","120841731144.358","109952553253.59","82214920041.6049","85589060118.7551","86854391503.2867","84733812045.9604","90663996233.8376","89567779057.2736","90029271658.171","87169780076.5691","92199888463.8853","72197020502.2776","71710115111.7042","71104922489.8754","71551457489.191","69952067752.4671","70740920766.5176","75095910230.6382","81088399920.6591","84714483955.3108","88646809046.9942","92850434565.4241","96306808756.0281","99985141730.0177","101397300225.441","102533399140.02","104797250943.852","109417239499.887","113967312153.778","118839557912.913","125324048272.587","130631671270.934","128778644553.471","135778340170.299","146128361195.334","155253991882.653","160401515384.831","170246143418.798","183233137042.573","193381233292.162","202737294336.147","190537612740.046","185714417045.323","189136899642.331",
"Netherlands","NLD","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","239668114376.741","254044215695.995","264773725843.873","275926856979.13","291247330228.694","296463814641.648","296782406545.88","310239027690.561","318279615437.894","327284494604.911","331399877948.91","333743340275.277","333051461691.442","329723253407.679","336067443380.205","347473469207.661","354870475412.555","365512085525.827","369147190297.378","381533507396.024","398038772844.564","414666766315.28","425014085386.149","431345035110.709","436430079539.401","449620653034.141","464335363637.61","480397692127.48","503836211730.471","530671828888.728","555213894479.641","578097897963.153","596582535139.331","600537409518.01","601616381917.076","612230114943.348","626135539088.645","648501944076.882","671819330141.242","685631384315.495","663946402999.526","665276827935.756","668234025993.319","661183249638.044","662013868854.739","670827026440.969","690008000000","708483778952.599","727833767123.086","744183634546.698","760613361551.695","739021401078.066",
"Norway","NOR","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","820781377595.194","867058893316.664","902068045542.883","950920021506.252","983617237095.514","1012423135622.89","1054342651559.77","1091263562115.36","1122978280791.01","1184382782725.54","1261372451930.23","1291785676243.2","1293574570584.1","1335649367926.03","1416584452690.36","1482509989999.74","1469319460528.76","1479644611055.47","1452035670132.88","1460171638579.29","1481993310952.88","1517823911229.61","1544228739544.65","1589643219705.57","1642885155857.34","1714475124764.54","1818930436436.18","1917643731501.15","1914702464071.14","2024478702243.66","2285588210433.71","2309355659453.19","2294878219398.33","2323841089887.56","2493545523340.59","2713891438970.73","2911782229561.85","2966751662966.8","3137995340820","2853740724479.04","2948488905976.53","3083836020805.54","3201975160541.37","3228469686125.13","3210132192226.09","3111168000000","3040454176130.27","3163266839446.69","3305505708814.84","3239785829689.18","3021481992011.33",
"Nepal","NPL","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1095560989446.88","1094963252929.39","1126839078967.96","1179186456895.55","1214795140396.72","1247233276775.46","1287837667706.46","1369298392967.88","1432916084058.71","1509320307806.15","1562680982208.49","1623052570364.52","1673427958880.2","1774927973342.9","1857282316540.55","1877931018169.79","2053405392364.83","2210430526858.17","2352483854308.56","2314804897570.31",
"Nauru","NRU","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","95785049424.3262","96924521124.5645","98883391038.9049","98992693914.1547","103920607142.889","104852736981.547","108292859235.493","112955651477.973","114867406822.533","118864362842.324","121142867966.108","121707900388.111","122591155075.556","120963178214.576","118530398099.783","119565391262.667","127675526503.466","134505617100.39","140817333226.506","146231590009.755","148156806172.767","148908961699.725","156058230844.427","161105711516.385","167880415642.937","174951217419.074","185772938344.007","195367019704.941","201702032807.542","206787904741.665","217161945994.193","213892332220.723","210985400325.331","218351388617.725","224142427841.443","226435487243.351","239562257696.627","248556393473.545","255340000000","266810733106.515","279501959013.605","286127546626.469","292319698175.757","",
"OECD members","OED","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8168361269.03313","8896917364.84801","10261839611.2062","10275051336.7758","10660172836.0207","11034358556.5444","12080248305.8833","13940098343.9384","15853516147.6249","17446855513.7162","21098842971.2959","19101780479.3078","21883073792.125","25709253653.6846","29234705110.7868","29555839703.4697","29127465723.9702","24380867695.9121","23497332630.4665","26304575583.3705","28781717781.1762","27652373573.5839","",
"Other small states","OSS","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","838624011076.645","849512935794.887","890886124416.362","987436927391.809","1062028848369.04","1139208833107.32","1246825460258.62","1308388653571.44","1490019875093","1481046976465.47","1833229696112.38","1781398893805.2","1699045394239.43","1836489841137.38","1859300579184.77","1785885296364.73","1880029179324.19","1972088524624.99","2114144660158.99","2256895082452.4","2476535682217.55","2552730167740.21","2663332331610.13","2862306834246.78","3020347730296.92","3232323751436.76","3428611614990.64","3700894748952.43","3953402740345.28","4119832361456.67","4301687402598.68","4474328583786.32","4877471477209.88","4940275223373.96","5138746350137.4","5440486606755.88","5715042507204.04","5757393327850.34","6058673657646.11","6187020311839.58","6339091898681.47","6517597049391.12","6699763443861.09","7024535410343.62","7482492101430.94","7898038696404.7","8216160000000","8569296650424.16","8593717964814.91","8873000937110.8","8996297004726.64","9276102207495.49","9566668476980.43","9947568200686.36","10434501788777.7","10946599115038.4","11633822019726.7","12298782013404.1","13002766452453.7","13133672755872.9","13217491449304.7",
"Panama","PAN","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","2016944588.63988","2269214970.49841","2493593482.74629","2698520437.22155","2890096827.58161","3184965180.32583","3405458671.68603","3766063419.87431","4046191883.21263","4467139450.751","4728912960.34948","5354831196.71561","5697022390.81179","5852104352.93178","5848924793.44809","5846200163.58762","5780010370.20339","5553764289.10097","6297013682.67864","6358692716.13858","7025996105.54838","7786925093.27367","8122912348.62245","7872536834.85041","8019765303.20189","8529599946.07817","9173395098.28407","9018636600.11834","7798694226.68684","7876604310.05214","8366439385.51694","9043123105.06437","10045634508.7528","10749522777.4701","11068242017.6014","11024551389.0472","11469493815.8285","12500022172.0009","13498314172.1812","13830908198.2182","14069520226.7019","14262439377.7769","14711518025.3231","15965887429.0592","16585316552.6624","18154954552.2364","19577812189.6016","21295984200","23285399279.252","24309115906.3926","25695122799.0118","28543559233.0012","31207268064.3524","33811372632.6428","35357515885.1539","38266094556.2876","40148338021.1778","41882210396.3308","43123000959.0202","45182073881.1702","",
"Peru","PER","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","64281494671.2612","68096386329.5452","75411868824.6834","79715281274.716","86647965050.4855","91005392006.6305","99608169894.8056","103118957383.431","103337161307.993","108884480463.89","114186800526.152","117597452687.099","119997878385.348","133045364436.492","143966224933.288","144658103047.388","146831640936.881","146949951138.856","141435245579.239","150222589730.131","166724226919.758","171958312951.372","169523843629.914","152662763253.21","157286271578.153","158422152635.314","173776362224.158","193788703016.216","173943817408.012","146701292734.734","146954542685.077","145817936061.672","144580530005.91","151305923672.838","171507381484.738","185720082210.426","189410545019.504","202330587627.464","196553074158.093","197539620793.388","201710334385.603","200469487477.745","211546561657.283","220915369553.212","236653243600.387","254580260515.314","291649932763.708","319693000000","340245895271.205","346692289554.434","393530046775.8","431551671148.566","453259195468.264","470314391555.084","476401744879.281","482591137921.237","503119539730.612","526939680954.992","546560890394.742","557179555603.932","502546141315.291",
"Philippines","PHL","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","1593641336353.23","1652551394669.68","1704582541387.82","1822980574619.73","1889412823564.75","1980744419613.4","2087821916531.27","2255686985245.37","2376738884547.6","2489954969519","2586219150423.14","2705391336352.62","2830760901402.86","3130127265121.11","3211180240910.85","3340958561500.06","3596842115981.31","3812484583268.16","4013396153964.88","4276969395261.37","4429404494734.83","4554575625312.41","4736521926277.53","4777202699799.44","4414300368292.75","4176431836590.8","4325705767118.26","4538594875495.74","4913166124304.99","5157628997848.58","5279800464169.11","5270242055225.13","5272394515227.69","5350565655606.57","5609281207658.73","5887045201734.22","6249201070460.63","6529415154829.3","6613917095501.07","6865591413918.27","7395893983021.92","7615958293692.57","7882901084191.2","8270135637812.71","8705466461826.87","9068037736973.68","9510839608398","10101712752434.7","10510696202269.6","10753069760634.4","11610651453516.8","11793685106639.9","12621507762504.8","13545761812895.7","14454049915676.1","15303834793793.6","16269273123997.8","17355327452630.4","18265190258161.7","19219335340874.7","17479483825985.3",
"Palau","PLW","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249707935.095214","249794313.681056","258601147.596718","244237961.457516","229127504.06272","225556380.812632","231376495.05321","238023631.593876","237649575.533364","252756286.46276","280457700","287356392.933605","276988612.594352","284057454.809848","","",
"Papua New Guinea","PNG","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","7533320690.31682","8022183521.24615","8374803313.97783","9127837352.26237","10069853888.7423","10627773741.0405","11096832834.1079","11640069531.08","12618537473.1837","13966475441.953","14824279359.7309","15842897390.6831","17684148571.9141","17953618475.9816","17036799536.1219","16923276774.0483","17150293771.8213","18254064196.1967","19051858365.9274","18277454698.8689","17537174127.5673","17450051231.2703","18205709755.8975","18263129923.9479","18866072816.8253","19538534795.7806","20261604698.0019","21039200839.5176","20230305064.9532","19466141022.8448","21350268466.243","24211325301.2176","28280729394.0407","29616952280.5996","29157324696.0236","31627340086.3359","30377982831.7537","29487932000","30334921794.3717","29615875329.6466","29075290255.3963","29029305130.4508","29646725190.678","30506925489.25","","","","","","","","","","","","","","","","",
"Poland","POL","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","769818775851.393","812433135440.679","862002380950.305","906866654517.734","945818354175.967","972246277994.454","984283227960.552","1001897866310.62","1033646661053.48","1096058718674.85","1138640385333.96","1207224462658.2","1300516669722.35","1347397867318.09","1402243099971.32","1446844000000","1505948166658.69","1517600512794.94","1540910478574.88","1606098573009.17","1695483169955.8","1754366782861.59","1842377446001.13","1930735734497.5","2033399696603.53","2002164469503.69",
"Pre-demographic dividend","PRE","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","58651373469.3259","62729670651.8424","67911560674.168","75638962205.1384","76681068473.3393","72551744255.9684","77317717531.4204","81818937732.3051","84201074976.3979","88212813472.944","91918295865.6319","93148756744.2942","95161879092.9773","94499399081.0688","92085492761.8082","94927646656.695","100206152317.958","106611786262.858","114560784044.276","121912681599.415","126935320272.703","133120038411.183","135592626492.027","132966119511.436","134562953437.217","140672650276.319","144921950090.527","151423757322.567","159553086366.016","166192699329.276","171347241922.815","174714125931.454","176708531037.66","175043669153.428","177980118107.406","178879693698.228","181788131011.838","186468014284.33","185841351940.467","182620164320.86","184923313347.637","180521712322.502","173310255694.573","172514719998.615","174430405198.223","179713159000","184582090851.301","190458813578.838","195443468483.074","200808016685.599","186813309352.531",
