"","total_confirmed_deaths_due_to_covid_19_per_million_people","cost_of_calorie_sufficient_diet_2017_usd_per_day","cost_of_nutrient_adequate_diet_2017_usd_per_day","cost_of_healthy_diet_2017_usd_per_day","calorie_sufficient_diet_cost_percent_of_1_20_poverty_line","nutrient_adequate_diet_cost_percent_of_1_20_poverty_line","healthy_diet_cost_percent_of_1_20_poverty_line","calorie_sufficient_diet_cost_percent_of_average_food_expenditure","nutrient_adequate_diet_cost_percent_of_average_food_expenditure","healthy_diet_cost_percent_of_average_food_expenditure","calorie_sufficient_diet_cost_percent_cannot_afford","nutrient_adequate_diet_cost_percent_cannot_afford","healthy_diet_cost_percent_cannot_afford","calorie_sufficient_diet_cost_number_cannot_afford","nutrient_adequate_diet_cost_number_cannot_afford","healthy_diet_cost_number_cannot_afford","population_with_access_to_improved_sanitation_y","population_without_access_to_improved_sanitation_y","age_standardised_diabetes_prevalence_male","age_standardised_diabetes_prevalence_female","crude_diabetes_prevalence_male","crude_diabetes_prevalence_female","ratio_of_diabetes_to_obesity_prevalence","ratio_of_diabetes_to_overweight_prevalence","deaths_no_access_to_handwashing_facility_sex_both_age_70_number","deaths_unsafe_sanitation_sex_both_age_70_number","deaths_unsafe_water_source_sex_both_age_70_number","deaths_no_access_to_handwashing_facility_sex_both_age_70_r_ate","deaths_unsafe_sanitation_sex_both_age_70_rate","deaths_unsafe_water_source_sex_both_age_70_rate","male_lung_cancer_deaths_per_100_000_who_iarc_2016","dementia_ihme_2017","cardiovascular_diseases_ihme_2017","stroke_ihme_2017","kidney_disease_ihme_2017","respiratory_disease_ihme_2017","liver_disease_ihme_2017","diabetes_blood_and_endocrine_disease_ihme_2017","digestive_disease_ihme_2017","hepatitis_ihme_2017","meningitis_ihme_2017","cancers_ihme_2017","parkinsons_disease_ihme_2017","prevalence_of_obesity_both_sexes_who_2019","prevalence_of_obesity_male_who_2019","prevalence_of_obesity_female_who_2019","life_satisfaction_in_cantril_ladder_world_happiness_report_2019","mean","income_classification_world_bank_2017","gini_index","gini_coefficient_world_bank_2016","gdp_per_capita","cost_of_closing_the_poverty_gap_in_int_2011_povcal_net_world_bank_2017","national_poverty_lines_jolliffe_and_prydz_2016","multidimensional_poverty_headcount_ratio_alkire_and_robles_2016","percentage_contribution_of_deprivations_in_education_to_overall_poverty_alkire_and_robles_2016","percentage_contribution_of_deprivations_in_health_to_overall_poverty_alkire_and_robles_2016","percentage_contribution_of_deprivations_in_living_standards_to_overall_poverty_alkire_and_robles_2016","mean_monthly_per_capita_expenditure_in_2011_int_povcal_net_2017","median_monthly_per_capita_expenditure_in_2011_int_povcal_net_2017","poverty_rate_50_percent_of_median_lis_key_figures_2018","stringency_index","income_support","debt_relief","containment_index","standard_deviation_of_life_satisfaction","all_causes_disability_adjusted_life_years_who_2015","share_of_population_covered_by_health_insurance_ilo_2014","current_health_expenditure_per_capita_ppp_current_international","haq_index_ihme_2017","beds_in_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_not_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_publicly_owned_hospitals_per_1_000_population_oecd","acute_care_beds_per_1_000_population_oecd","dentists_per_100_000_population_oecd","for_profit_privately_owned_hospitals_per_million_population_oecd","general_hospitals_per_million_population_oecd","hospitals_per_million_population_oecd","long_term_care_beds_per_1_000_population_oecd","midwives_per_1_000_live_births_oecd","not_for_profit_privately_owned_hospitals_per_million_population_oecd","nurses_per_1_000_population_oecd","physicians_per_1_000_population_oecd","psychiatric_care_beds_per_1_000_population_oecd","psychiatrists_per_1_000_population_oecd","publicly_owned_hospitals_per_million_population_oecd","surgical_specialists_per_1_000_population_oecd","hospital_beds_per_1_000_population_oecd","healthy_life_expectancy_ihme","life_expectancy_ihme","years_lived_with_disability_ihme","out_of_pocket_expenditure_per_capita_on_healthcare_ppp_usd_who_global_health_expenditure","total_gross_official_disbursements_for_medical_research_and_basic_heath_sectors","religious_compatibility_larson_et_al_2016","child_mortality_estimates_gapminder_2015","child_mortality_1950_2017_ihme_2018_x","inequality_in_life_expectancy_2015_2020","inequality_in_education_2017","infant_mortality_rate","international_historical_statistics_deaths_per_1_000_brian_mitchell_2013","life_expectancy","life_expectancy_1950_2015_un_population_division_2015","mean_bmi_male","mean_bmi_female","neonatal_mortality_rate_via_childmortality_org_2015","number_of_child_deaths_1950_2017_ihme_2017","number_of_infant_deaths_ihme_2017","number_of_neonatal_deaths_ihme_2017","total_population_gapminder_hyde_un"
"78",13.678,3.034385921,3.649771285,5.199124462,253.4992416,304.9098818,434.3462374,35.14447641,42.27191404,60.21663419,0.9434035,1.209406,1.616443,1196101.646,1533355.036,2049420.141,127141000,0,8.3588827,5.0036277,8.4964572,8.4964572,1.36,0.2,139.8796285,94.0614781,426.0182665,0.552538258,0.371552068,1.682813956,30.22,48.28,94.69,31.75,9.7,12.67,8.24,16.2,6.87,0.23,0.2,120.91,2.69,4.3,4.8,3.7,6.118,1212.01,4,32.85473,32.11,38673.8081,2463.906461215,19.9518,6.965,19.728,60.791,23.593,1211.9,1045.09,10.938,50.46,2,2,50.65,1.82574655306,15700,100,4405.131829,89,0.9302,0.8438,3.55,7.79,1.1555,11.3708,58.03,66.39,2.64,100.4902,4.5699,15.5401,5.6388,2.62,0.12,12.14,0.8093,13.05,73.16,83.94,10.78,576.96307,56086500000,10.8,2.7,2.76,2.9,1.6,182.5704198,8.951731761,84.629,83.3,23.68088582,21.82460637,0.9,2,1720,966,126050796
"79",65.47,0.643548024,1.610624012,4.130602626,53.76341055,134.5550553,345.0795845,13.79841212,34.53363704,88.5648859,0,0.3593719,19.90089,0,35143.59981,1946142.462,9031072,128230,16.510798,17.1804625,13.4508012,13.4508012,0.36,0.18,1.704340143,1.443525314,5.65300118,0.692248746,0.58631406,2.296069241,15.3,49.27,297.16,72.66,40.39,22.19,11.8,95.57,11.48,0.6,0.78,97.41,3.4,35.5,28.2,43.1,4.094,331.66,2,33.65573,33.66,11506.3383,59.42824807,5.0027,1.7,23.8,73.8,2.4,335.715,294.4285,17.14715,51.85,1,0,53.33,1.78310559869,30626,75,568.122532,76.5,0.6377,0.4268,3.6423,3.7772,1.0876,9.03460000000001,17.8237,27.9463,0.8351,66.9745,2.3957,9.1795,4.4976,0.7494,0.1097,14.7567,0.600499999999999,3.4757,65.1,76.29,11.19,142.87909,3.763e+10,11.111,17.9,14.91,10.7,16.9,1573.533901,7.24457405952,74.526,73.8,28.50538669,30.08778993,10.6,4,3764,2656,10269022
"80",118.285,0.652794041,1.759645705,2.796565717,54.53584305,147.0046538,233.6312211,7.72641415,20.82701529,33.09991139,0,0.1029689,1.16534,0,18573.29953,210201.4188,17105523,438603,12.3560972,11.3681004,11.6856272,11.6856272,0.31,0.12,0.629721401,3.35391534,3.395181939,0.084860287,0.451968472,0.457529495,52.04,26.4,534.53,136.11,11.76,46.9,49.78,25.93,13.69,0.22,1.06,121.92,3.41,21,18.9,22.7,6.168,340.60999,3,27.79287,26.35,25307.5554,1.181724,4.9,0.2,34.1,46.3,19.6,364.64,317.36,14.15431,57.41,0,0,51.79,1.77354640011,42084,70,903.3240914,61.1,0.6944,0.3687,4.9436,3.8426,1.1018,8.66410000000001,15.6939,26.1341,0.882299999999999,55.7918,1.5645,8.7296,4.7841,0.759,0.1265,16.0444,0.6542,5.1415,62.67,71.75,9.08,350.55191,4.23e+09,11.754,14.1,15.82,10.1,3.2,1142.521387,11.71103444276,73.597,69.1,26.48649063,26.66546632,7,5,4070,2466,18994958
"81",17.37,0.766345623,1.851108442,3.084440941,64.0221907,154.645651,257.6809474,21.26219634,51.35885164,85.57756047,10.6535,55.18997,78.95827,5350344.626,27717215.88,39654006.25,14218114,33018145,5.8172238,6.1624503,4.2423771,4.2423771,0.42,0.11,1989.655712,2803.290055,3686.789729,243.664114,343.3062231,451.5044224,4.1,35.16,225.89,74.35,8.37,34.06,19.56,41.49,38.5,3.54,17.21,85.11,2.21,7.1,2.8,11.1,4.547,100.36,2,40.77577,48.51,3377.4704,2502.698639,2.39,39.9,9.8,33,57.2,124.39,79.09,19.07063,62.96,1,0,64.76,1.78541853908,62578,39.4,157.1920959,48.7,0.8504,1.1921,3.3417,3.8766,1.156,16.2764,27.9859,41.5802,0.8346,84.1025,4.6811,9.41940000000001,4.722,0.952700000000001,0.1473,14.6476,0.521799999999999,2.0985,58.59,66.84,8.25,52.449409,1.9222e+11,10.684,50.6,48.15,22.8,22.9,3504.208152,6.82570626611,66.699,60.6,22.22532695,24.58874859,22.2,60,46373,26742,54985702
"82",177.026,0.70485800592,2.44807050687,3.53009780164,61.3006162357,209.850658254,295.325402912,11.0648840797,36.3742115734,51.0253594253,0.6325829363,2.489228202,6.317836506,312424.616242005,2135305.86981498,5284100.35496575,3935794,0,19.6593654,19.6190961,14.6246098,14.6246098,0.55,0.28,0.205670854,0.144062366,0.895677686,0.229314705,0.160623725,0.998644482,12.28,49.61,245.7,47.47,19.5,13.71,8.96,48.74,8.11,0.23,0.55,81.8,4.34,37.9,33.3,45.6,6.106,775.9652973,4,33.1595525,35.4633,65520.7367,84.335654255,10.4348,2.533,38.515,56.413,13.15,810.8033,583.837300000001,15.52166,49.07,1,1,58.33,1.7014322412,22687,100,2977.514144,82,0.5621,0.2376,3.1583,2.9597,1.0617,7.9022,17.5156,23.7732,0.6645,87.8982,2.1384,10.7888,4.525,0.42,0.1589,15.6268,0.6569,3.2356,68.24,79.7,11.46,428.12521,11719100000,7.93600000000001,8.6,8.36,6.3,17.8,640.673225,7.41227688017,75.489,74.3,29.19359451,30.66093207,3.2,0,384,274,4328553
"83",174.428,0.964181593,2.45844371,3.641826927,80.54984068,205.3837686,304.2461928,21.95190177,55.97235545,82.91490687,0.2792233,22.42636,57.584,17306.81858,1390030.646,3569171.488,5557788,399112,9.9323155,10.8247126,9.3400427,9.3400427,0.43,0.14,0.319665999,1.866156184,1.674994259,0.184566349,1.077467215,0.967095582,22.15,27.53,574.47,143.43,11.18,52.89,49.2,26.46,8.96,0.69,1.08,96.57,3.36,16.6,14,18.6,6.25,161.92,2,29.70122,27.37,5176.9883,19.040736,3.88,0.5,23.5,50.6,25.9,160.46,137.09,16.07195,57.41,1,2,58.33,1.79819083573,39969,83,286.577877,60.4,0.6518,0.327,4.4678,3.86,1.1808,9.53170000000001,19.4649,27.6574,0.8443,85.5034,1.5487,9.7537,5.1075,0.7405,0.1227,15.6989,0.6441,3.8212,62.45,71.24,8.78,138.24355,2.132e+10,11.843,21.3,22.07,12.1,5,1820.068974,9.57510937392,71.45,70.3,26.13858825,27.43290879,11.5,3,2754,2101,6628347
"84",33.4,0.448210108,2.058050542,3.328510193,37.44445349,171.9340469,278.071027,6.133481535,28.16316446,45.54862871,0.1421721,1.378721,2.62944,2761.334769,26778.18105,51070.24581,1736269,241258,7.8315259,6.5982073,9.5992022,9.5992022,0.21,0.09,0.144786768,0.572990928,0.973560693,0.052108848,0.206219792,0.3503851,56.63,28.15,423.55,112.19,6.1,9.69,14.14,22.42,15.36,0.41,0.43,153.46,4.08,23.6,21.6,25.1,6.229,706.84998,4,35.09615,35.48,24312.6778,13.2423825,8.26,1.202,27.469,55.764,20.784,545.57,448.22,12.12567,41.67,0,0,45.83,1.80069369679,29932,70,1429.309665,77.7,0.56,0,5,3.3,1.18,9.27,13.9,32.44,0.63,43.25,0,9.8,6.18,1.25,0.15,23.17,0.7,5.57,65.21,75.06,9.85,594.9317,5723300000,7.8,7.9,5.54,5.9,3.7,374.9379534,11.86036218147,75.292,73.9,27.19496331,26.45084333,5.2,0,76,48,1866934
"85",86.441,0.78450797996,2.43677417837,3.64217096587,64.1881063192,202.590167596,300.879633242,12.50022591946,35.7141417619,51.7850041457,0.29983622576,2.9784334737,8.082879503,39186.62068967,672681.8487204,1147868.90520286,4722144,1129335,14.4658527,12.2357376,11.051152,11.051152,0.43,0.2,3.794317521,1.441374979,19.76077389,1.219445717,0.463239709,6.350863084,29.1,47.34,217.53,25.17,11.09,19.23,9.24,37.54,5.66,0.25,0.64,134.32,3.62,32,27.4,37,4.024,705.17999,3,31.83245,34.082,12558.9669,33.612093355,7.6431,1.756,38.142,52.289,19.639,648.6382,467.3576,15.24984,65.74,0,1,68.81,1.74041195036,20828,48.3,1117.255973,80,0.7246,0.2699,3.039,3.1237,1.0996,9.9118,17.8419,24.9994,0.6472,78.0998,1.8494,9.85820000000001,4.5679,0.494,0.1331,13.5089,0.6317,3.3261,68.28,80.07,11.79,358.2995,2.968e+10,9.5,8.3,7.81,6.7,6.2,582.5027634,7.37836078276,78.93,78.9,28.1243274,27.64767452,4.8,1,1030,635,6769151
"86",20.072,0.607529939,2.306327231,4.189361766,50.75438087,192.675625,349.9884516,23.5681349,89.47021014,162.5194693,6.356867,51.53199,76.94296,132948.2793,1077746.223,1609194.299,658917,1515728,7.3050801,9.8530791,7.5376578,7.5376578,0.3,0.12,129.9835286,184.6699094,242.5568236,243.4497465,345.873382,454.2913849,11.3,32.64,501.31,199.94,33.31,144.87,18.68,197.82,37.26,1.08,8.64,168.44,1.86,16.6,4.6,26.7,3.512,75.699997,2,44.8797,54.18,2731.4661,420.627168,1.76,32,13.9,30.8,55.3,75.72,44.41,19.49497,60.19,0,0,60,1.75104180933,99421,17.6,251.1429737,35.7,0.687,0.716,3.6937,3.6673,1.1358,12.6677,25.1239,33.1996,0.8626,81.8778,3.2362,8.4216,4.6396,0.7802,0.1139,15.4189,0.5504,1.9116,43.82,50.31,6.49,42.327137,2.32e+09,13.338,97.1,76.76,28.5,21.9,4508.359369,7.56357138203,54.331,49.5,22.81298191,27.1352051,32.7,3,2078,1106,2159067
"87",16.213,0.970414826,2.982044337,5.066444218,81.07057863,249.126511,423.2618395,127.3360987,391.2985269,664.809753,26.97557,87.50218,97.57058,1268452.806,4114552.009,4587991.133,760436,3739185,7.7892159,7.6008282,5.6957736,5.6957736,0.28,0.08,223.6108744,303.8631394,422.6917641,288.1781619,391.603142,544.7433448,1.6,32.67,346.06,114.1,26.69,36.09,41.05,87.07,34.95,3.46,19.99,134.02,2.07,9.9,5.5,14.2,5.121,83.059998,1,35.26546,36.48,818.4211,589.3702815,1.75,71.2,21.5,32.1,46.4,54.42,44.06,19.19431,46.3,1,0,59.29,1.7814082718,62373,14.613,127.7707491,45.4,0.8095,0.9003,3.7105,3.8943,1.1769,14.4441,32.3577,40.6349,0.9929,86.9797,4.6768,10.4508,4.9659,1.0434,0.1338,15.4994,0.5663,2.1876,55.27,64.38,9.11,25.088203,2.1117e+11,14.226,69.9,78.9,27.5,42.9,4654.678674,6.57632034739,64.104,60.3,23.17230055,25.19952427,24.1,10,6860,3503,5180208
"88",118.173,0.92734105443,2.45941529944,3.83255565317,74.9273251577,208.015361724,320.75746299,14.57952749117,38.2072464896,63.1216546518,0.56907675791,5.626369592,16.69157877,146358.355300141,1343379.39308915,3784368.2520169,6022967,211988,15.1971092,16.5917053,14.2216907,14.2216907,0.34,0.16,3.875513026,5.109389794,12.80712876,1.984116402,2.615814739,6.556766564,10.1,55.55,310.43,62.95,43.25,30.58,16.93,87.13,9.96,0.5,0.98,129.9,4.15,32.5,25,39.6,5.33,394.519798,3,36.626003,41.2002,15013.3124,110.68812026,4.9164,1.5,44,48.2,7.8,376.5013,313.1207,18.65853,72.22,0,0,63.21,1.71036868333,28906,78.766,1120.860885649,69.9,0.592,0.3383,3.5175,2.9245,1.1188,9.8199,18.2269,25.5131,0.7962,69.3323,1.3107,8.98890000000001,4.4546,0.3787,0.093,14.4454,0.5678,2.489,64.21,75.05,10.85,230.01372,1e+07,10.842,13.4,14.6,14.1,17.34,685.4828238,6.35232626692,72.913,71.5,27.05258408,29.56632955,7.2,1,842,511,6958538
"89",26.221,1.00117881109,2.8706718277,3.97342897199,86.9235496569001,236.49470084,335.069071382,22.54334175001,56.7753565007,74.8600099952,2.51945520187,12.922757613,22.28062212,690357.596449335,3725855.0423935,6388133.03695,13953137.46,5872545.51,8.691148071,8.8808462,8.40548562,8.418230384,0.5413,0.199,129.03635313184,192.94194679046,297.35661566158,5.43927302296,9.16313593635,19.15431780517,13.61535,41.4247,251.7293,58.321,33.7268,32.0154,17.1776,88.5625,17.2731,0.5564,1.4673,120.2022,2.6432,21.287,16.98,25.049,5.81615,467.7361975,4,45.3160048,48.8788,14946.250566,380.17833666,5.9948,7.051,23.274,43.374,32.166,507.5343,336.1156,19.40253,44.44,0,0,52.5,1.78567481395,28452.69,95,1351.60342598,65.955,0.6588,0.7163,3.5484,3.6556,1.1649,11.6052,23.3398,30.5578,0.7875,84.6669,2.9887,8.88660000000001,4.7757,0.5811,0.0975,13.6626,0.5709,1.9204,67.0389999999999,76.5963,9.4743,318.35085595,14110100000,15.84,15.191,16.5677,12.243,17.205,1278.976976842,5.44559668549,82.494,74.96,26.0799415531,27.052690664,9.04,13.7,10852.83,6589.43,38254
"90",51.795,0.512512295,1.999557172,3.215128148,42.81639892,167.0473828,268.5988427,4.492018174,17.52552523,28.1796441,0.8064244,1.322372,2.856601,22808.93192,37402.00932,80796.18838,2684137,220773,8.9232895,7.0877929,9.5350186,9.5350186,0.14,0.06,0.347867144,1.458779845,2.349074471,0.087075621,0.365151358,0.588003554,55.21,27.63,382.11,75.98,4.51,13.87,22.88,13.75,18.61,0.28,0.57,149.49,4.15,26.3,24.2,27.8,6.391,756.90002,4,35.70781,35.15,27370.5548,15.190424,9.16,1.516,26.321,55.795,23.524,601.98,493.52,12.39,29.63,2,2,48.81,1.80250453237,30215,95,1874.615864,76.6,0.05,0,6.5,5.47,1.39,2.83,25.81,32.88,0.5,40.59,0,9.28,5.28,0.99,0.24,30.05,1.07,6.56,65.2,75.16,9.96,601.2337,11254700000,10.58,4,5.17,5.4,4.5,387.5722797,11.69132922156,75.933,73.1,27.21831369,26.05921691,2.5,0,114,65,2689862
"91",234.833,0.334489337,2.038379917,2.491222593,27.94397138,170.2907199,208.1221882,4.005149997,24.40740677,29.82971067,0.1291701,0.3475719,0.4126038,770.2878075,2072.696366,2460.504997,555934,13670,6.9729089,3.9014333,5.2535003,5.2535003,0.2,0.08,0.36267577,0.204403632,0.366062672,0.618367412,0.348511136,0.624142128,44,35.63,150.35,35.46,8.54,24.54,11.32,20.95,11.3,0.11,0.19,139.45,4.15,22.6,24.5,20.7,7.404,2113.2,4,35.36809,34.79,57427.5003,612.04390338,32.39,6.66,34.609,54.867,26.716,2155,1762.81,8.736,37.96,1,0,51.79,1.79317395693,18648,97.6,6381.507524,89.3,0.6382,1.0746,2.6752,3.7,1.23,1.71,6.58,16.45,0,71.47,10.28,24.27,4.19,0.74,0.21,8.57,0.68,4.51,70.96,82.12,11.16,679.28198,18389600000,11.42,1.9,2.37,3.4,9.4,166.9540009,8.82581508863,82.25,81.3,27.24497208,25.75479558,0.9,0,11,7,634814
"92",8.812,1.07819951,2.588895697,3.45983533,90.07514702,216.2820131,289.0422163,58.73564044,141.031827,188.4768469,70.25125,93.5762,96.73974,17963623.98,23927939.65,24736873.91,2908091,21325997,6.3172086,4.780814,3.3602759,3.3602759,0.95,0.2,886.1082513,1356.804515,1693.585091,260.5951733,399.0220236,498.0656703,3.5,31.48,505.29,192.37,10.56,89.87,25.66,55.94,43.67,3.04,21.16,124.25,1.8,5.3,3,7.5,4.339,46.939999,1,42.64818,40.63,1427.6004,6270.58539,1.62,66.9,34.3,16.7,49.1,46.66,32.81,18.91991,53.7,0,0,51.79,1.77096742155,54971,3.7,76.74339356,43.7,0.8367,1.1419,3.7153,3.6402,1.1524,15.7744,30.3678,43.0495,1.0106,86.1026,4.819,10.0682,4.7655,0.9478,0.1536,14.6773,0.543199999999999,2.5898,55.21,62.68,7.47,16.622654,1.1243e+11,12.118,49.6,78.11,21.3,35,5515.980977,7.7745514485,67.041,64.5,21.57781202,21.14453119,19.7,72,50976,25725,28427333
"93",9.566,0.28486552,1.615605276,2.703610821,23.79828901,134.971201,225.8655657,21.90721089,124.2460146,207.9176606,1.302718,79.03726,92.84431,230193.6577,13966089.34,16405830.97,7205179,10368428,6.6198552,6.0038419,4.2931328,4.2931328,0.8,0.18,884.421835,1291.87512,1679.169686,239.6245676,350.0196453,454.9529353,2.4,42.38,312.91,88.49,14.34,44.41,28.02,64.29,49.16,6.16,25.65,178.75,2.29,5.8,2.2,9.1,3.869,61.68,1,44.69431,46.12,1116.6402,3664.742496,1.27,56,17.9,25.1,57,57.94,38.01,19.07025,42.59,1,1,56.55,1.76760021812,70678,15.501,108.1896442,47,0.7795,1.2873,3.5604,3.9996,1.118,16.4251,27.9966,42.0651,0.9076,83.8266,5.2021,9.86440000000001,4.8659,0.9945,0.1489,14.43,0.5421,2.3219,52.71,60.18,7.46,11.881274,1.6338e+11,11.671,65.4,70.85,30.3,28.4,4574.614403,8.31559543954,64.263,61,22.59813348,23.26532312,21.8,38,26610,15299,19647681
"94",7.353,0.908167921,2.383309207,3.962462647,75.87033594,199.1068677,331.0328026,10.43814427,27.3928695,45.54307174,0,0.3087978,2.754231,0,96051.64215,856704.3237,29494229,1228926,11.4416249,10.7315988,9.4710603,9.4710603,1.22,0.44,21.1943955,22.39138508,182.6385655,1.824511488,1.927553882,15.72237156,27.9,51.62,320.97,81.91,19.58,38.62,12.67,57.6,24.14,1.57,2,119.42,3.44,15.6,13,17.9,5.428,850.15997,3,41.0664,46.26,24842.3559,2.0437445,3.38,5.047,27.635,50.148,25.735,627.05,424.45,17.30626,80.56,1,2,80.71,1.79169184087,29765,100,1063.888395,66.6,0.666,0.5231,4.1296,3.5224,1.173,10.0161,19.4874,27.253,0.6159,53.1227,1.6814,8.45970000000001,4.866,0.5412,0.1156,14.0506,0.5981,2.8886,66.42,75.56,9.14,370.69351,6.2e+08,15.361,8.2,7.79,5.9,15.6,573.4911005,6.75357363594,76.156,74.5,25.40068289,26.30422774,3.9,4,2978,2002,32776195
"95",68.45,0.422614866,2.68616602,3.638542468,35.30617095,224.4081888,303.9718019,14.46101393,91.9150918,124.5034605,0,0.5116307,2.729918,0,2539.745027,13551.36755,400571,8592,11.063976,10.7239682,8.3438318,8.3438318,1.26,0.34,0.304899155,0.454699471,1.397518944,2.369895313,3.534251004,10.8625214,26.7617,45.12,239.27,43.94,36.26,57.62,9.63,68.04,4.77,0.45,0.53,71.97,3.29,8.6,5.8,11.4,5.198,198.52,3,31.28565,36.78,19554.952814,2.70465,5.6107,5.2,13.6,81.1,5.3,198.52,154.71,14.63681,56.8335,0.79,1.04,65.8995,1.78360643031,25036,30,1513.882431,75.5,0.6529,0.3789,3.6212,3.9551,1.1893,7.5808,24.4588,30.8044,0.955099999999999,90.7662,2.0686,10.0317,5.4007,0.998,0.1437,15.7399,0.6886,3.5192,69.13,79.32,10.2,247.58975,1.06e+09,14.063,8.6,8.47,5.7,40,627.7546001,7.85369578323,78.921,76.4,24.84316797,26.55675736,4.9,0,43,33,543620
"96",6.716,0.599600045,1.98490498,3.25869826,50.09190015,165.8233066,272.2387853,23.27170321,77.03821906,126.4767397,4.556961,70.88705,90.62164,843602.5747,13122889.99,16776235.05,4314573,13153332,8.3645204,6.3847485,4.522811,4.522811,0.32,0.09,1131.928963,1686.286246,2198.228221,322.0978258,479.8438342,625.5202878,2.8,34.49,318.64,104.47,19.54,65.31,24.55,70.88,32.04,3.05,28.3,133.06,2.08,8.6,4.6,12.4,4.988,72.610001,1,33.03796,33.04,1667.2951,1917.911006,1.82,77.7,36.1,24.9,38.9,73.1,58.5,18.39265,8.33,0,0,30.71,1.77151517395,75910,1.9,118.4518361,45.6,0.758300000000001,1.0185,3.4938,3.3205,1.1086,16.0696,27.0494,41.6021,0.8435,85.1478,4.5569,9.87340000000001,4.6202,0.8808,0.1541,15.15,0.5406,2.0272,53.69,61.84,8.15,54.852081,1.3294e+11,10.628,114.7,127.42,36.8,46.2,7457.332333,7.74815905192,59.306,57.2,22.99991795,23.18221551,37.8,104,61503,34654,20855724
"97",124.564,0.763473885,2.727949045,3.932199898,63.78227948,227.8988341,328.5045863,11.18872343,39.97814199,57.62645976,0.1004015,0.2212111,0.3113678,469.878016,1035.265736,1457.19819,431874,0,9.0493557,6.3757008,8.7500336,8.7500336,0.32,0.14,0.066645901,0.078658185,0.079641615,0.114238034,0.134828344,0.136514045,41.35,41.06,181.96,33.49,10.76,20,6.18,30.21,10.1,0.1,0.32,122.9,3.8,28.9,29.2,28.5,6.157,1294.25,4,28.66509,31.997,32028.9124,119.20511859,18.3235,2.716,35.498,63.327,20.219,1085.9733,892.1465,10.60521,75,2,1,80.12,1.619936347,19507,100,3470.896993,85.1,0.6178,0.3299,3.2933,3.3899,1.0763,7.4015,16.3007,25.1487,0.6226,91.7536,2.5289,12.2428,4.9604,0.7787,0.1922,15.6754,0.662,4.1052,70.93,81.43,10.5,1287.7975,6854900000,12.689,5.9,6.56,4,6.9,510.3950935,8.08957445461,82.53,80.3,27.9549695,26.59676335,4.4,0,22,17,442790
"98",35.056,0.87682579,2.813919311,4.429886868,73.25194567,235.0809784,370.0824451,26.33259037,84.50684894,133.0371411,1.558018,38.10409,68.03631,66723.27378,1631835.851,2913705.323,1672936,2509405,8.4635263,9.4024279,7.3046722,7.3046722,0.21,0.07,145.0730909,234.2588265,305.8612241,156.5157742,252.7360612,329.9861193,2.4,35.6,288.87,82.95,20.46,33.92,27.09,67.83,26.1,2.28,15.9,126.87,2.39,12.7,6.6,18.5,4.153,174.63,2,32.61935,37.48,3457.515,45.088596,3.7,52.2,32,21.4,46.5,175.37,147.84,18.21978,36.11,0,0,43.57,1.73320786119,58285,6,177.0806661,52,0.645300000000001,0.7223,3.7765,3.3831,1.1782,12.9004,25.1211,33.9566,0.8992,87.6975,3.2058,9.11540000000001,4.9097,0.7242,0.1113,15.8731,0.5676,1.7185,60.99,70.16,9.17,85.419205,1.33e+10,12.761,84.7,49.27,32.6,40.8,3387.681805,6.70158462779,64.925,62.8,23.36943897,26.75406167,35.7,5,3897,2580,4775110
"99",7.863,0.813268366,2.518435227,3.719799844,67.94221937,210.3955912,310.7602209,7.803701639,24.16559888,35.69327096,0.008474872,3.255958,12.04238,107.174333,41175.26814,152289.503,1175485,87120,12.8618866,13.0882746,14.6107078,14.6107078,2.01,0.67,0.479762197,1.332114209,2.589771637,0.597681675,1.659531028,3.22630474,15.87,44.47,271.8,66.42,67.1,42.06,19.69,222.12,9.67,0.45,0.91,93,3.03,10.8,5.6,15.7,6.015,351.48999,3,36.76121,35.84,20138.5723,0.786429,4.5965,2.801,20.781,58.527,15.929,351.49,276.11,17.90155,51.85,2,2,61.07,1.79510131719,30076,100,1098.625455,65.7,0.6234,0.3149,4.4854,4.0388,1.2235,8.3555,23.4907,32.0489,0.8804,50.5837,1.1526,9.4541,5.3417,0.8944,0.1324,16.1148,0.7089,3.7511,64.86,74.58,9.72,556.64081,1.8e+08,13.418,13.5,14.74,8.9,13.2,1223.68286,7.128447902,74.991,74.1,24.67017349,26.06693249,8.4,0,151,112,1273428
