"","total_confirmed_deaths_due_to_covid_19_per_million_people","cost_of_calorie_sufficient_diet_2017_usd_per_day","cost_of_nutrient_adequate_diet_2017_usd_per_day","cost_of_healthy_diet_2017_usd_per_day","calorie_sufficient_diet_cost_percent_of_1_20_poverty_line","nutrient_adequate_diet_cost_percent_of_1_20_poverty_line","healthy_diet_cost_percent_of_1_20_poverty_line","calorie_sufficient_diet_cost_percent_of_average_food_expenditure","nutrient_adequate_diet_cost_percent_of_average_food_expenditure","healthy_diet_cost_percent_of_average_food_expenditure","calorie_sufficient_diet_cost_percent_cannot_afford","nutrient_adequate_diet_cost_percent_cannot_afford","healthy_diet_cost_percent_cannot_afford","calorie_sufficient_diet_cost_number_cannot_afford","nutrient_adequate_diet_cost_number_cannot_afford","healthy_diet_cost_number_cannot_afford","population_with_access_to_improved_sanitation_y","population_without_access_to_improved_sanitation_y","age_standardised_diabetes_prevalence_male","age_standardised_diabetes_prevalence_female","crude_diabetes_prevalence_male","crude_diabetes_prevalence_female","ratio_of_diabetes_to_obesity_prevalence","ratio_of_diabetes_to_overweight_prevalence","deaths_no_access_to_handwashing_facility_sex_both_age_70_number","deaths_unsafe_sanitation_sex_both_age_70_number","deaths_unsafe_water_source_sex_both_age_70_number","deaths_no_access_to_handwashing_facility_sex_both_age_70_r_ate","deaths_unsafe_sanitation_sex_both_age_70_rate","deaths_unsafe_water_source_sex_both_age_70_rate","male_lung_cancer_deaths_per_100_000_who_iarc_2016","dementia_ihme_2017","cardiovascular_diseases_ihme_2017","stroke_ihme_2017","kidney_disease_ihme_2017","respiratory_disease_ihme_2017","liver_disease_ihme_2017","diabetes_blood_and_endocrine_disease_ihme_2017","digestive_disease_ihme_2017","hepatitis_ihme_2017","meningitis_ihme_2017","cancers_ihme_2017","parkinsons_disease_ihme_2017","prevalence_of_obesity_both_sexes_who_2019","prevalence_of_obesity_male_who_2019","prevalence_of_obesity_female_who_2019","life_satisfaction_in_cantril_ladder_world_happiness_report_2019","mean_monthly_income","income_classification_world_bank_2017","gini_index","gdp_per_capita","cost_of_closing_the_poverty_gap_in_int_2011_povcal_net_world_bank_2017","national_poverty_lines_jolliffe_and_prydz_2016","multidimensional_poverty_headcount_ratio_alkire_and_robles_2016","mean_monthly_per_capita_expenditure_in_2011_int_povcal_net_2017","poverty_rate_50_percent_of_median_lis_key_figures_2018","gdp_growth_per_capita_from_previous_year_2020_q2","stringency_index","income_support","debt_relief","containment_index","standard_deviation_of_life_satisfaction","all_causes_disability_adjusted_life_years_who_2015","share_of_population_covered_by_health_insurance_ilo_2014","current_health_expenditure_per_capita_ppp_current_international","haq_index_ihme_2017","beds_in_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_not_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_publicly_owned_hospitals_per_1_000_population_oecd","acute_care_beds_per_1_000_population_oecd","dentists_per_100_000_population_oecd","for_profit_privately_owned_hospitals_per_million_population_oecd","general_hospitals_per_million_population_oecd","hospitals_per_million_population_oecd","long_term_care_beds_per_1_000_population_oecd","midwives_per_1_000_live_births_oecd","not_for_profit_privately_owned_hospitals_per_million_population_oecd","nurses_per_1_000_population_oecd","physicians_per_1_000_population_oecd","psychiatric_care_beds_per_1_000_population_oecd","psychiatrists_per_1_000_population_oecd","publicly_owned_hospitals_per_million_population_oecd","surgical_specialists_per_1_000_population_oecd","hospital_beds_per_1_000_population_oecd","years_lived_with_disability_ihme","out_of_pocket_expenditure_per_capita_on_healthcare_ppp_usd_who_global_health_expenditure","total_gross_official_disbursements_for_medical_research_and_basic_heath_sectors","religious_compatibility_larson_et_al_2016","child_mortality_estimates_gapminder_2015","child_mortality_1950_2017_ihme_2018_x","inequality_in_life_expectancy_2015_2020","inequality_in_education_2017","infant_mortality_rate","international_historical_statistics_deaths_per_1_000_brian_mitchell_2013","life_expectancy","life_expectancy_1950_2015_un_population_division_2015","mean_bmi_male","mean_bmi_female","neonatal_mortality_rate_via_childmortality_org_2015","number_of_child_deaths_1950_2017_ihme_2017","number_of_infant_deaths_ihme_2017","number_of_neonatal_deaths_ihme_2017","total_population_gapminder_hyde_un","indoor_80_years","indoor_under_5s","outdoor_80_years","outdoor_under_5s","excess_mortality_from_air_pollution_all_sources","death_rates_from_all_air_pollution_per_100_000","yll_rates_from_all_air_pollution_per_100_000","indoor_5_to_49","indoor_50_to_79","outdoor_5_to_49","outdoor_50_to_79"
"119",186.049,0.949812696,3.886502873,3.603425935,79.34943156,324.6869568,301.0380898,16.1907157,66.25018108,61.42478945,0.1282366,17.94588,15.44793,8806.086829,1232354.706,1060818.931,5882259,756860,8.0133105,8.2721305,7.1140043,7.1140043,0.53,0.19,13.59930623,19.00140258,41.51117122,5.124776849,7.160508515,15.64311338,19.7,48.56,271.74,82.11,38.59,30.83,15.03,109.31,22.5,0.27,1.96,134.45,2.54,20.3,17.1,23.4,5.653,520.39001,3,45.65064,9338.9484,39.0364215,6.32,NA,570.91,21.394,NA,49.07,1,0,57.86,NA,30862,23.6,724.3116252,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52,264.27051,5.62e+09,NA,20.5,15.52,18,16.7,1099.695421,NA,74.254,72.7,26.707868,27.13007968,10.9,2,1600,664,7219641,402,34,578,35,1762,26.54014159,727.7602049,143,779,193,1135
"120",1038.977,0.91506283,2.239451954,3.591001371,76.44635171,187.0887179,300.0001146,20.64388293,50.52219634,81.01324794,1.298749,10.30363,22.43048,408382.4928,3239904.019,7053106.75,23909023,7467648,7.2325752,8.0752417,7.4633108,7.4633108,0.37,0.12,92.34946292,215.8098729,306.8221766,5.336122467,12.46989289,17.72875183,11.6,28.63,108.51,24.82,24.06,31.1,21.3,48.66,15.92,0.29,1.05,106.09,2.73,19.7,15.2,24.2,5.999,401.73999,3,41.5109,12310.0847,199.282773,5.52,10.5,424.12,24.442,-0.000906364922193787,67.59,1,1,69.4,NA,26911,64.4,671.0036469,69.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,207.45259,9.5e+09,20.5,16.9,17.16,13.2,15.3,1221.789271,NA,76.736,74.2,26.3662965,27.27829945,8.2,12,9203,5116,33359415,2360,320,3221,402,10065,32.07763649,819.922236,506,2232,730,3256
"121",64.363,1.157734234,2.819760223,4.07534677,96.71965196,235.5689409,340.4633893,17.63895856,42.96118423,62.09099695,3.313564,42.61489,64.24689,3484983.414,44819470.76,67570551.23,75168389,26547970,7.0508844,7.272278,6.129182,6.129182,1.21,0.27,209.3515731,248.7301522,933.5777717,7.15699953,8.503215697,31.9157653,46.6,47.6,427.92,130.68,50.55,68.78,19.18,111.57,26.94,1.21,2.83,119.22,2.92,6.4,5.2,7.5,5.08,227.03,2,37.81171,8139.1395,1596.889162,2.44,11,174.02,NA,-0.000148585850378389,63.43,0,0,68.27,NA,41446,82,322.7779997,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.46,172.83017,9.55e+10,13.9,28,29.4,14.4,11.6,2014.11833,4.997056098,71.231,68,22.89963784,23.60315367,12.6,66,49489,29690,111046910,12911,2971,9456,1902,53264,52.89426538,1760.234835,8912,31130,7492,25827
"122",121.94,0.397012866,1.961194354,3.097216182,33.16732385,163.842469,258.748219,5.196970716,25.67239122,40.5431238,0,0.02204507,0.449238,0,8371.576974,170597.3488,36922792,1063620,8.394709,6.9763247,9.2658867,9.2658867,0.25,0.1,5.607770888,10.23089526,58.76978116,0.136956892,0.249866059,1.435316582,68.73,29.41,283.08,56.8,7.6,18.6,15.09,22.3,15.08,0.09,0.35,169.81,4.48,23.1,23.7,22.2,6.139,543.27002,4,30.23947,27455.237,0,8,NA,508.95,10.587,-0.000209011269543711,38.89,2,2,46.43,NA,25415,97.5,1704.195989,79.6,1.78,0,4.85,4.85,1.09,9.72,25.31,27.86,0.02,93.77,0,7.69,3.85,0.65,0.09,15.71,0.54,6.62,10.33,396.16248,NA,10.6,5.2,4.81,4.7,4.7,366.3242414,9.912034939,78.73,77.1,27.63955019,26.15003733,3.1,2,1323,948,37797000,1224,2,11332,14,58082,150.4247462,3082.725737,114,1663,943,14624
"123",232.526,0.417757991,1.863018265,2.688893108,34.90041695,155.6406236,224.6360157,4.616332218,20.58682641,29.7129538,0.1087342,0.465337,0.9322764,11199.9488,47931.10701,96027.26603,10327002,31074,8.4291863,5.2866095,7.7590325,7.7590325,0.44,0.16,4.287564851,15.85104615,13.89678485,0.263138121,0.972816656,0.85287896,28.87,41.34,155.11,58.28,12.82,26.91,12.6,39.07,11.78,0.18,0.34,140.76,3.32,20.8,20.3,21.2,5.768,816.5,4,33.49256,27035.6002,NA,12.81,NA,763.76,NA,-0.00160308027449062,58.33,1,2,64.05,1.956165552,19815,100,2661.397049,84.5,0.36,0.7,2.33,3.25,1.01,5.44,16.6,21.84,NA,NA,5.63,NA,4.97,0.64,0.13,10.78,0.73,3.39,10.47,735.89484,NA,5.6,3.6,3.94,2.9,16.3,272.3945502,9.952576517,82.049,80.5,26.27238812,25.30196049,2,0,231,153,10167923,154,0,2323,1,14328,138.434796,2330.212786,7,92,106,1411
"124",79.832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2431908,49631,18.9393887,18.7735012,13.1857956,13.1857956,0.61,0.29,0.039604142,0.031086478,0.172933288,0.269181861,0.21128891,1.17539483,18.5,48.45,187.72,24.99,25.77,10.5,12.09,108.6,7.22,0.37,0.43,81.64,4.24,35.1,32.5,43.1,6.375,NA,4,NA,153764.1643,NA,NA,NA,NA,NA,NA,50,2,0,64.05,NA,22923,100,3900.286232,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.71,242.92445,NA,NA,7.7,7.95,5.9,11.4,543.0833892,NA,80.227,77.9,28.93386095,30.37723605,3.8,0,167,105,2930524,0,0,25,3,680,30.42505593,1062.192394,0,0,96,171
"125",341.725,0.508367756,2.271961773,3.306929619,42.47015507,189.8046594,276.2681386,4.759807879,21.27220189,30.96252558,0.7519175,6.444023,11.02077,147281.7726,1262222.425,2158692.332,15674045,4141436,7.2931016,6.3776748,8.3916512,8.3916512,0.35,0.14,2.216485464,13.30823442,20.71738689,0.093683425,0.562494546,0.875654634,47.02,28.99,430.29,140.81,8.67,21.46,33.93,17.24,12.78,0.45,0.42,150.5,4.41,22.5,23.4,21.6,6.13,305.64999,3,35.7615,20126.2922,0,5.24,NA,266.57,8.465,-0.000548939986430203,38.43,2,1,52.08,NA,28496,94.3,1090.416516,74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.69,232.00484,NA,11.9,11.1,9.63,6.8,6.3,707.6400662,12.11507547,76.054,74.5,27.3277675,27.02751136,6.3,2,1294,739,19127772,1955,35,6862,76,35895,183.9731434,3739.818564,284,3000,820,9570
"126",182.198,0.621210643,2.270001586,3.398629889,51.89729684,189.6409011,283.9289799,6.770769513,24.7414588,37.04273244,0.001276778,0.4716394,2.541048,1844.902587,681503.5576,3671731.522,104037940,40058930,7.4159878,7.9515761,10.2981062,10.2981062,0.37,0.15,8.243218999,41.06300511,53.11255104,0.064354799,0.320578824,0.414649613,56.75,27.98,562.81,168.05,5.21,17.96,25.92,16.04,20.19,0.15,0.96,147.5,3.98,23.1,18.1,26.9,5.495,680.21002,3,37.47301,24668.9079,9.9524185,8.3,NA,786.43,12.506,NA,30.09,1,0,43.75,NA,39906,88,1414.028282,71.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.05,8.96,515.22107,NA,8.8,9.6,8.36,8,2.2,559.0535331,14.19155127,72.584,69.8,25.98863335,26.69187846,5,12,9572,6461,145912022,498,5,37663,207,186086,129.715501,3012.02954,142,1174,8321,80306
"127",2.702,0.762956708,1.310426108,3.607720503,63.73907337,109.4758653,301.3968674,52.86538101,90.79961513,249.9794771,23.69054,56.56786,91.14971,2838348.672,6777359.669,10920589.33,7163805,4465748,4.2869468,4.5413895,2.9881491,2.9881491,0.91,0.19,345.4228302,482.9915163,623.1221629,158.9349501,222.2326546,286.709161,1.7,41.11,268.13,82.99,10.84,47.21,26.66,60.85,41.92,4.55,19.02,133.87,2.28,5.8,1.9,9.3,3.268,78.540001,1,43.71005,1929.2851,1826.482046,1.46,53.8,82.57,NA,NA,54.63,1,2,60,NA,54160,91,143.1853392,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,37.179249,8.313e+10,NA,42,50.68,23.8,29.3,3419.415576,NA,69.024,63.1,21.28077014,22.75714568,18.7,19,13751,7656,13276517,921,1830,576,1125,4935,42.50646361,1726.167246,799,2567,501,1609
"128",1237.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,38.89,1,2,45.83,NA,NA,NA,3674.645142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673.5119,NA,NA,2.9,NA,NA,NA,NA,NA,84.972,NA,NA,NA,0.7,NA,NA,NA,34010,4853.28,1509.83,8157.28,1283.05,68933.39,99.5327478579001,2543.75463658,2349.07,13563.45,3180.67,17139.78
"129",68.443,0.895221716,2.528955099,3.2009921,74.78878163,211.2744444,267.4178864,19.10498482,53.97059513,68.31258044,18.5827,71.84284,81.26451,38482.7276,148778.6189,168289.8611,67857,127696,8.3453454,7.7847396,5.7104621,5.7104621,0.23,0.07,1.182479901,1.665138708,2.506077838,26.45064956,37.24714506,56.0579394,NA,28.01,293.65,122.56,43.5,104.05,69.35,81,33.28,1.83,5.23,130.31,1.94,12.4,7.2,16.9,NA,86.949997,2,56.31984,3730.2045,8.825481,2.73,19.3,86.95,NA,NA,NA,NA,NA,NA,NA,NA,2.1,308.3572367,49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95,35.996059,3.65e+09,NA,47.3,34.06,25.9,18.3,2539.717063,NA,70.385,66.2,23.9792431,25.76122035,17.1,0,123,70,223364,24,10,13,4,80,42.10526316,1682.631579,12,39,6,21
"130",153.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31557144,0,17.6139625,17.0134147,13.8250458,13.8250458,0.59,0.29,10.38224065,6.15515015,37.75978201,2.314998101,1.372455271,8.419552829,9.6,51.42,301.43,84.77,44.64,22.13,19.1,85.1,6.27,0.97,0.69,90.21,3.92,35.4,30.8,42.3,6.56,NA,4,NA,50304.7502,NA,NA,NA,NA,NA,NA,53.7,2,1,63.69,NA,27174,NA,3121.341632,79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.72,467.57504,1e+07,2.2,14.5,8.23,8.9,16.2,735.4565519,NA,75.133,74.1,28.13973836,29.50637747,7.9,4,3670,2419,35340680,24,0,2637,21,21720,68.8649356,1829.13132,12,57,1557,7106
"131",19.231,0.744343569,1.857560211,3.178888156,62.18409098,155.1846459,265.5712745,23.01494333,57.43536287,98.29053922,8.035439,49.44025,77.24802,1239014.954,7623380.515,11911166.52,7129049,7847945,7.5161234,7.3062892,5.2602757,5.2602757,0.31,0.09,651.8171428,969.9338695,1297.648909,200.9618256,299.0404337,400.0782989,1.4,36.95,356.79,110.4,26.55,55.25,32.31,90.21,36.77,3.85,25.53,148.91,2.38,8.8,4,12.9,5.489,95.980003,1,40.28523,2617.1244,1230.723936,2.21,56.9,95.98,NA,NA,19.44,0,0,39.64,NA,53970,20.1,97.08918675,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.35,42.894653,8.352e+10,NA,47.2,53.14,21.1,46.5,3397.166798,NA,67.941,65.8,21.90378795,24.13324951,20.8,23,16159,9798,17196308,917,1407,767,1124,13060,86.32427788,3217.192148,1214,3961,1020,3341
"132",117.274,0.613036548,2.721453576,4.336531784,51.21441502,227.3561884,362.283357,9.152198781,40.62936245,64.74132912,2.950878,12.28619,23.87022,207176.9541,862595.9535,1675894.25,6839949,255434,7.2703366,6.4741997,8.4988801,8.4988801,0.45,0.17,1.50719623,5.292796122,17.18284253,0.153524584,0.539129749,1.750262313,NA,29.92,398.67,116.96,14.08,24.53,9.24,38.43,16.61,0.06,0.41,174.37,4.3,21.5,21.1,21.8,6.042,360,3,30.35106,14124.1177,1.986184,5.42,0.2,386.22,14.137,NA,36.11,2,1,55.36,NA,28151,92.1,1323.690595,75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.84,537.25604,1.15e+09,13.6,6.7,5.61,7.1,8.1,437.1464594,21.8,76.001,74.6,26.78923098,25.73872813,4.2,0,366,259,8697547,1342,5,2229,5,18046.42,118.0482529647,2569.86045406,193,2489,270,3674
"133",9.277,1.241975289,2.201196701,2.770219681,103.7573341,183.8927904,231.4302156,57.83079465,102.4955613,128.9912987,40.10301,76.5531,85.57656,3003086.233,5732626.072,6408341.648,962524,6274501,7.1035396,6.6353241,4.6419825,4.6419825,0.31,0.09,406.241183,601.0625282,797.2303555,261.8330403,387.4004798,513.8357621,2.4,31.04,386.95,125.83,23.09,54.01,36.69,86.5,40.23,4.91,31.04,138.42,1.97,8.7,3.8,13.3,3.447,70.980003,1,35.69018,1683.8497,345.437898,1.91,81,70.84,NA,NA,43.98,0,0,54.23,NA,117683,0,256.3404367,41.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.52,98.019753,1.4083e+11,NA,120.4,117.82,39.8,47.3,7942.533669,NA,54.696,50.2,21.9114498,23.58342185,34.9,30,20114,9056,8141343,269,1880,152,996,8969,138.9896172,6394.793119,878,2499,504,1433
"134",4.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5535002,0,9.3643048,6.542572,7.6571868,7.6571868,1.62,0.32,0.525654718,0.322362997,1.520959215,0.154520554,0.094761271,0.447098548,30.49,38.86,111.1,22.84,13.66,11.72,3.59,22.56,5.14,0.09,0.16,111.78,3.03,6.1,5.8,6.3,6.378,NA,4,NA,68402.3451,NA,NA,NA,NA,NA,-0.00223854551522669,47.22,2,2,66.07,NA,14354,100,3681.29594,86.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.11,1161.4761,NA,NA,2.7,2.12,2.6,8.2,129.2178014,3.428703184,83.62,82.6,24.4019799,23.14285847,1,0,80,46,5896684,0,0,567,2,3138,55.99571734,1200.124911,0,0,66,766
"135",32.237,0.387426943,2.110823834,3.333447784,32.36649482,176.3428433,278.4835241,5.577298781,30.38687786,47.98745827,0.5420523,1.311294,2.348883,29483.48216,71324.32286,127761.1958,5358715,65086,8.1699695,6.3083978,8.1008882,8.1008882,0.36,0.13,0.303444641,0.45204238,2.821787954,0.058192301,0.086689243,0.541140991,52.55,30.25,356.91,65.66,9.5,14.18,21.04,24.19,15.67,0.08,0.5,168.04,4.62,20.5,21,19.9,6.519,678.90997,4,24.97015,27075.5344,4.502202,15.69,NA,851.49,8.421,-0.00221582461363618,43.98,2,2,49.7,NA,25991,94.8,2061.950585,78.6,NA,NA,NA,4.91,NA,NA,13.24,24.08,0.76,NA,NA,NA,NA,0.81,NA,NA,NA,5.82,10.09,380.29736,NA,NA,6.7,6.52,5.2,1.4,477.7632175,NA,77.542,76,27.54900625,25.72590086,4.2,0,255,153,5460726,85,0,1490,5,7724,142.3516403,2998.212311,8,122,133,2046
"136",92.355,0.440995618,2.047126761,3.041276348,36.84173919,171.0214503,254.0748829,6.205535896,28.80645084,42.79577567,0,0,0.01920434,0,0,396.8361772,2044959,18572,7.2928867,6.9791175,9.8495225,9.8495225,0.35,0.13,0.121865262,0.243813876,0.923074812,0.045131477,0.090293823,0.341850739,48.75,29.73,190.44,41.24,5.36,16.04,16.27,18.47,12.91,0.03,0.23,154.68,4.63,20.2,19.4,21,6.462,1026.3199,4,24.63336,29244.9198,0.142861,19.37,NA,1002.28,9.989,NA,29.63,1,1,44.4,NA,21200,100,2733.762624,87.4,0.05,0,4.45,4.2,NA,1.45,5.81,14.03,0.14,NA,0,NA,NA,0.66,0.14,12.58,0.62,4.5,11.51,342.3797,NA,19.4,2.7,2.32,3,2.2,166.0980378,NA,81.324,80.1,26.78385887,26.73878467,1.4,0,33,26,2078723,65,0,527,0,2659,128.5783366,2299.806576,3,51,19,401
"137",6.544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2915110,9489615,7.4372867,6.2462293,4.5081573,4.5081573,0.77,0.21,445.4531298,649.511717,847.137449,211.6770966,308.6447154,402.5554735,3.5,37.27,473.9,153.48,17.59,56.13,40.43,86.18,60.12,6.26,33.84,163.49,1.94,8.3,3.9,12.3,4.668,NA,1,36.82241,NA,NA,NA,81.2,NA,NA,NA,35.19,0,1,45.36,NA,89247,NA,NA,34.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.75,NA,5.67e+10,NA,136.8,110.4,38.9,NA,5708.750822,NA,57.397,54.9,22.54632092,23.96891503,39.7,56,36737,17095,16359500,893,2925,371,1063,8456,78.39065542,4964.716789,1500,4600,630,1970
"138",321.251,1.264708811,3.407425561,4.276109309,105.6565422,284.6637896,357.2355313,29.2795996,78.8861873,98.99730862,18.0559,54.05105,61.10259,10291944.43,30809342.27,34828751.87,36527953,18484024,9.666581,12.631978,11.7505881,11.7505881,0.29,0.15,1615.847969,2133.078229,3282.365464,77.47605523,102.2760123,157.3815934,24.88,33.38,249.35,76.83,27.55,57.55,11.73,130.7,20.26,0.54,5.62,133.23,2.11,28.3,15.4,39.6,4.947,337.70999,3,63.02607,12165.7948,1752.145088,5.62,11.1,358.24,23.751,NA,51.85,1,1,61.07,NA,67514,100,1086.409415,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32,8.61,83.637741,8.779e+10,12.1,42.1,35.87,20.3,14.3,2400.860333,NA,64.131,57.1,25.10522536,29.59192125,11,33,25773,12661,60041996,1723,584,5077,1317,40627,74.55863598,2216.562713,1241,3385,3526,11657
"139",8.992,0.68144879,4.320287496,4.860810844,56.92972348,360.9262737,406.0827773,13.13085791,83.24775401,93.66311521,0,0.9978241,1.228063,0,512501.5262,630756.6251,51014947,0,9.3042505,6.7262088,8.4375467,8.4375467,1.5,0.23,38.68146316,24.06495766,112.2496836,0.800516322,0.49802644,2.323017191,40.27,53.73,123.61,54.53,9.74,20.25,14.51,36.6,8.72,0.21,0.26,146.57,3,4.7,4.4,4.8,5.793,1181.66,4,31.40486,37927.6095,NA,NA,NA,NA,14.62,-5.76516377895989e-05,50.93,1,1,64.29,NA,17921,100,2556.046343,85.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.24,940.44543,NA,17.5,3.5,3.54,NA,NA,269.2028526,NA,83.033,81.4,24.465566,23.1632351,1.6,1,1146,637,51305184,2,0,8069,10,58905,117.1236531,2346.404025,0,1,744,8793
"140",5.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796103,11086033,NA,NA,NA,NA,NA,NA,460.8228436,690.4437055,882.7365556,342.9839182,513.8874748,657.0083207,NA,34.75,326.17,106.68,12.64,44.84,26.75,66.45,48.15,4.32,32.47,126.2,1.69,NA,NA,NA,2.817,98.300003,1,44.14413,NA,3007.095753,NA,91.1,98.29,NA,NA,25,1,0,36.07,NA,80319,NA,71.16543519,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.03,43.657784,1.1859e+11,NA,92.6,111.26,37,39.6,8361.238892,NA,57.846,55.1,NA,NA,39.3,47,31687,15380,11381377,1050,5689,590,3094,16551.58,92.3450738058,3514.39599923,1291,4565,740,2591
"141",754.96,0.442280512,1.770827881,2.715095317,36.94908205,147.9388371,226.8250056,6.080570696,24.34573494,37.32773335,0.5017389,0.9513059,1.480493,233776.3898,443244.2031,689809.5975,46401249,46448,8.5417676,5.6802586,8.2329689,8.2329689,0.29,0.12,23.59704663,9.975476802,36.93878373,0.368017975,0.155576875,0.576094822,45.1,46.26,117.28,26.87,9.39,30.04,9.64,24.84,12,0.18,0.32,129.92,3.96,23.8,24.6,22.8,6.502,1115.37,4,34.71895,31496.52,NA,18.63,NA,1102.65,15.562,-0.000472775652592984,47.69,2,2,54.46,1.502460957,16984,99.2,3182.544019,89.6,0.57,0.36,2.04,2.43,0.79,6.7,12.13,16.68,0.51,23.04,2.6,6.24,5.45,0.36,0.11,7.38,0.96,2.97,10.35,771.09918,NA,10.7,4.1,3.47,3,18.6,266.2264833,8.232298816,83.565,82.3,27.162678,24.92999859,2.8,1,1080,718,46745211,326,0,9078,3,48429,105.0019559,1690.284536,16,180,405,4682
"142",0.887,0.971934199,2.227864363,4.050519973,81.19751039,186.1206652,338.3893043,17.60403343,40.35190729,73.36452306,0.08013956,10.67173,45.437,17185.12725,2288445.781,9743510.28,19938666,1027334,7.0219834,7.712655,8.4048689,8.4048689,1.57,0.34,66.51201084,196.3430677,361.5068164,5.407416978,15.96266335,29.39045252,9.1,41.92,226.84,61.04,23.41,56.53,21.57,89.52,6.2,0.07,2.56,74.72,3.31,5.2,2.9,7.3,4.213,268.32999,2,39.34577,11662.9064,38.535021,2.6,NA,228.33,NA,NA,81.48,0,2,83.93,NA,28527,100,353.1291505,72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66,135.6982,3.374e+10,NA,8.7,9.29,7.1,12.8,684.2390101,6.226843558,76.978,74.6,22.6383471,23.83638768,5.4,2,2034,1533,21497306,1843,32,1773,23,18337,88.52039158,2179.09234,663,5168,632,5122
"143",19.088,1.078303515,2.088458248,4.232425264,90.08383584,174.4743733,353.5860705,24.17271361,46.81771173,94.87978326,5.536669,35.98657,81.57917,2259702.644,14687341.32,33295229.71,8906147,28831766,8.3090898,9.4724273,7.1762183,7.1762183,NA,NA,202.4042067,336.5655065,428.0380857,24.86748244,41.35060708,52.58897408,0.9,43.15,449.28,115.47,37.59,48.64,20.8,79.78,17.03,0.84,3.01,94.4,3.24,NA,NA,NA,4.139,138.89,2,34.2432,3379.5957,649.140966,3.5,53.4,138.89,NA,NA,19.44,0,0,28.93,NA,59210,29.7,277.0008938,50.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.13,175.13531,1.0946e+11,NA,70.1,52.66,27.9,42.5,4236.793727,NA,65.311,63.1,23.29135867,26.12280796,29.8,68,53535,31836,44909351,2444,2175,2695,2212,42366.3,82.4371973616,2937.82537522,3251,9738,3521,10791
