"","iso_code","continent","Entity","income_welfare","mean_mthly_income","d1avgincome","d2avgincome","d3avgincome","d4avgincome","d5avgincome","d6avgincome","d7avgincome","d8avgincome","d9avgincome","d10avgincome","q1avgincome","q2avgincome","q3avgincome","q4avgincome","q5avgincome","mthly_income_flag","GDP.growth.from.previous.year..2020.Q2","GDP.per.capita.PPP.2011...WDI..2016.","Code","Gini.index","Income.classification..World.Bank.2017.","Mean.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Median.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Multidimensional.Poverty..headcount.ratio...Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.education.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.health.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.living.standards.to.overall.poverty..Alkire.and.Robles..2016..","National.poverty.lines..Jolliffe.and.Prydz..2016..","Cost.of.closing.the.poverty.gap.in.int...2011..PovcalNet..World.Bank...2017..","Poverty.rate...50..of.median...LIS.Key.Figures..2018.","Total.wealth","Produced.capital..including.urban.land.","Natural.capital..timber..non.timber..protected.areas..land..sub.soil.assets.","Natural.capital..renewable..excluding.sub.soil.assets.","Forest..timber","Forest..non.timber","Protected.areas","Land..crop..pasture.","Cropland","Pastureland","Sub.soil.assets..fossil.energy.resources..metals.and.minerals.","Fossil.energy.resources..oil..natural.gas..coal.","Oil","Natural.gas","Coal","Metals.and.minerals","Human.capital","Human.capital..total.male","Human.capital..total.female","Net.foreign.assets","Adjusted.net.national.income","Adjusted.net.saving","Gross.domestic.product","Gross.national.income"
"105","KGZ","Asia","Kyrgyzstan","c",161.92,"69.30176","90.83712","104.4384","117.23008","130.83136","145.728","164.51072","189.77024","229.44064","376.94976","80.06944","110.83424","138.27968","177.14048","303.1952",0,NA,3169.471608,"KGZ",29.70122,2,160.46,137.09,0.5,23.5,50.6,25.9,3.88,19.040736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","KHM","Asia","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3112.630513,NA,NA,2,166.34,135.47,33,27.3,29.8,42.9,NA,23.007556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","KIR","Oceania","Kiribati","c",154.89,"39.49695","62.57556","81.31725","97.73559","114.46371","133.36029","155.19978","184.00932","227.6883","453.05325","51.036255","89.52642","123.912","169.60455","340.370775",0,NA,1725.85646,"KIR",36.973,2,150.94,120.12,NA,NA,NA,NA,NA,3.2421125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","KNA","North America","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22170.98773,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","KOR","Asia","South Korea","i",1181.66,"310.77658","550.65356","703.0877","834.25196","963.0529","1108.39708","1270.2845","1471.1667","1798.48652","2807.62416","430.71507","768.66983","1035.72499","1370.7256","2303.05534",0,-2.957828,33629.4189,"KOR",31.40486,4,NA,NA,NA,NA,NA,NA,NA,NA,14.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","KWT","Asia","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69877.98654,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","LAO","Asia","Laos","c",113.12,"35.74592","49.7728","60.17984","70.36064","80.8808","92.7584","107.464","129.5224","167.87008","336.64512","42.75936","65.27024","86.8196","118.4932","252.2576",0,NA,5076.222378,"LAO",38.80243,2,131.52,98.55,34.1,31.4,30.4,38.3,NA,146.936006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","LBN","Asia","Lebanon","c",705.17999,"217.90062","335.66568","413.23548","481.63794","554.27148","643.12416","730.56648","856.7937","1069.75806","1748.14122","276.78315","447.43671","598.69782","793.68009","1408.94964",0,NA,16659.32796,"LBN",31.83245,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","LBR","Africa","Liberia","c",83.059998,"24.41964","35.46662","43.93874","52.3278","61.54746","71.68078","83.8906","101.66544","130.57032","225.0926","29.94313","48.13327","66.61412","92.77802","177.83146",0,NA,802.0499464,"LBR",35.26546,1,54.42,44.06,71.2,21.5,32.1,46.4,1.75,589.3702815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","LBY","Africa","Libya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14879.98843,NA,NA,3,NA,NA,1.5,44,48.2,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","LCA","North America","Saint Lucia","i",563.95001,"50.7555","125.76085","192.8709","255.46935","329.91075","401.5324","496.276","663.2052","945.74415","2177.9749","88.258175","224.170125","365.721575","579.7406","1561.859525",0,NA,10239.56104,"LCA",51.23331,3,103.13,75.99,1,6.2,81.8,12,NA,12.782592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","LIE","Europe","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","LKA","Asia","Sri Lanka","c",268.32999,"78.88902","109.21031","132.01836","154.82641","179.51277","208.49241","246.05861","298.11463","394.17677","881.73238","94.049665","143.422385","194.00259","272.08662","637.954575",0,NA,10667.15961,"LKA",39.34577,2,228.33,165.08,NA,NA,NA,NA,2.6,38.535021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","LSO","Africa","Lesotho","c",75.699997,"6.813","14.6858","21.4988","29.9015","38.9855","50.9461","65.859","87.6606","131.1881","309.4616","10.7494","25.70015","44.9658","76.7598","220.32485",0,NA,2517.01021,"LSO",44.8797,2,75.72,44.41,32,13.9,30.8,55.3,1.76,420.627168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","LTU","Europe","Lithuania","i",756.90002,"161.9766","302.76","403.4277","476.847","557.0784","649.4202","760.6845","915.849","1176.9795","2163.9771","232.3683","440.13735","603.2493","838.26675","1670.4783",0,-3.7,25813.09716,"LTU",35.70781,4,601.98,493.52,NA,NA,NA,NA,9.16,15.190424,12.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","LUX","Europe","Luxembourg","i",2113.2,"585.3564","934.0344","1162.26","1386.2592","1627.164","1893.4272","2210.4072","2671.0848","3305.0448","5356.962","759.6954","1274.2596","1760.2956","2440.746","4331.0034",0,NA,91408.36842,"LUX",35.36809,4,2155,1762.81,NA,NA,NA,NA,32.39,NA,8.736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","LVA","Europe","Latvia","i",706.84998,"177.41935","323.03045","403.61135","462.98675","534.3786","624.14855","736.5377","872.2529","1087.1353","1846.99905","250.2249","433.29905","579.263575","804.3953","1467.067175",0,-9.6,22076.41849,"LVA",35.09615,4,545.57,448.22,NA,NA,NA,NA,8.26,13.2423825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","MAC","Asia","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133341.0621,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","MAR","Africa","Morocco","c",305.10001,"82.377","122.04","150.7194","177.2631","206.8578","241.3341","286.1838","350.5599","461.0061","972.9639","102.2085","163.99125","224.09595","318.37185","716.985",0,NA,7146.28198,"MAR",39.54851,2,238.74,172.04,15.4,47.3,18.5,34.2,2.55,55.67418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","MCO","Europe","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","MDA","Europe","Moldova","c",286.64999,"122.97285","163.10385","189.47565","213.55425","238.20615","265.15125","297.82935","341.97345","413.06265","621.17055","143.03835","201.51495","251.6787","319.9014","517.1166",0,NA,4753.548815,"MDA",25.66165,2,284.48,246.16,0.8,31.2,21.5,47.3,4.86,0.246886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","MDG","Africa","Madagascar","c",46.939999,"10.13904","16.75758","21.40464","25.67618","30.41712","35.9091","43.04398","54.12182","74.77542","157.20206","13.44831","23.54041","33.16311","48.5829","115.98874",0,NA,1373.184562,"MDG",42.64818,1,46.66,32.81,66.9,34.3,16.7,49.1,1.62,6270.58539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","MDV","Asia","Maldives","c",198.52,"50.02704","76.23168","98.2674","120.50164","143.52996","168.54348","199.11556","234.84916","299.7652","594.36888","63.12936","109.38452","156.03672","216.98236","447.06704",0,NA,11953.58551,"MDV",31.28565,3,198.52,154.71,5.2,13.6,81.1,5.3,NA,2.70465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","MEX","North America","Mexico","i",415.89999,"76.1097","128.0972","165.1123","202.5433","242.8856","290.2982","353.0991","447.5084","619.691","1633.6552","102.10345","183.8278","266.5919","400.30375","1126.6731",1,-18.967486,16284.15191,"MEX",45.37549,3,341.5,215.01,2.8,35,24.8,40.2,8.02,635.021306,19.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","MHL","Oceania","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3627.846116,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","MKD","Europe","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MKD",32.9607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","MLI","Africa","Mali","c",72.610001,"24.10652","33.76365","40.44377","47.26911","54.31228","63.02548","74.28003","89.09247","113.41682","186.46248","28.935085","43.85644","58.66888","81.68625","149.93965",0,NA,1525.685201,"MLI",33.03796,1,73.1,58.5,77.7,36.1,24.9,38.9,1.82,1917.911006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","MLT","Europe","Malta","i",1294.25,"447.8105","657.479","799.8465","931.86","1061.285","1197.18125","1355.07975","1559.57125","1877.95675","3054.43","552.64475","865.85325","1129.233125","1457.3255","2466.193375",0,NA,28821.62422,"MLT",28.66509,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","MMR","Asia","Myanmar","c",172.39,"50.85505","75.50682","90.50475","104.98551","120.15583","138.60156","161.70182","193.24919","241.69078","546.64869","63.180935","97.74513","129.378695","177.475505","394.169735",0,NA,NA,"MMR",30.69687,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","MNE","Europe","Montenegro","c",441.22,"156.6331","216.63902","249.73052","292.52886","340.62184","391.36214","447.8383","529.464","652.56438","1134.81784","186.63606","271.12969","365.99199","488.65115","893.69111",0,NA,14534.17858,"MNE",38.48795,3,441.22,367.37,0.3,57.4,12.9,29.7,6.06,0.988931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","MNG","Asia","Mongolia","c",262.17999,"87.04376","123.48678","150.49132","175.13624","202.40296","233.86456","269.52104","316.45126","391.9591","671.70516","105.26527","162.81378","218.13376","292.98615","531.83213",0,NA,11396.4208,"MNG",32.74099,2,321.71,267.14,9.9,18,25,57,5.56,0.793364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","MOZ","Africa","Mozambique","c",81.559998,"12.88648","21.53184","27.89352","34.41832","41.5956","49.99628","61.74092","79.84724","114.5918","370.93488","17.20916","31.15592","45.79594","70.79408","242.76334",0,NA,1077.423399,"MOZ",53.99668,1,59.56,40.71,69.6,29.1,20.7,50.2,1.45,4635.128613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","MRT","Africa","Mauritania","c",174.63,"52.03974","79.45665","98.84058","117.17673","136.73529","158.21478","184.75854","217.23972","266.48538","435.35259","65.748195","108.008655","147.475035","200.99913","350.918985",0,NA,3731.902529,"MRT",32.61935,2,175.37,147.84,52.2,32,21.4,46.5,3.7,45.088596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","MSR","North America","Montserrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","MUS","Africa","Mauritius","c",351.48999,"104.74402","156.06156","189.45311","223.54764","257.64217","294.90011","340.9453","405.26797","521.61116","1020.72696","130.40279","206.500375","276.27114","373.106635","771.16906",0,NA,17730.8984,"MUS",36.76121,3,351.49,276.11,NA,NA,NA,NA,NA,0.786429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","MWI","Africa","Malawi","c",61.68,"16.3452","23.13","27.87936","32.6904","37.9332","44.03952","52.48968","63.71544","83.76144","234.93912","19.7376","30.28488","40.98636","58.10256","159.35028",0,NA,783.8314745,"MWI",44.69431,1,57.94,38.01,56,17.9,25.1,57,1.27,3664.742496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","MYS","Asia","Malaysia","i",850.15997,"193.83648","300.95664","386.8228","472.68896","571.30752","687.77944","835.70728","1034.64472","1360.256","2657.60016","247.39656","429.75588","629.54348","935.176","2008.92808",0,-17.1,24459.77964,"MYS",41.0664,3,627.05,424.45,NA,NA,NA,NA,3.38,2.0437445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","NAM","Africa","Namibia","c",342.70999,"32.90016","61.34509","85.6775","113.43701","146.67988","190.54676","254.63353","357.44653","565.12879","1619.30475","47.122625","99.557255","168.61332","306.04003","1092.21677",0,NA,9497.789209,"NAM",59.06661,3,237.07,103.81,42,11.5,38.7,49.8,2.14,83.767865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","NCL","Oceania","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","NER","Africa","Niger","c",78.699997,"25.184","36.0446","42.7341","50.1319","57.9232","67.682","78.9361","94.44","121.198","212.6474","30.6143","46.433","62.8026","86.68805","166.9227",0,NA,894.6284162,"NER",34.27658,1,77.62,61.14,89.3,32.1,27.7,40.1,1.86,1720.182366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","NGA","Africa","Nigeria","c",75.860001,"15.47544","25.26138","32.84738","40.81268","49.46072","59.47424","72.4463","91.25958","123.34836","248.28978","20.36841","36.83003","54.46748","81.85294","185.81907",0,-6.1,5639.447041,"NGA",35.12774,2,75.86,54.1,53.2,28.2,33.1,38.7,1.65,23490.73132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","NIC","North America","Nicaragua","i",329.39001,"65.21922","104.41663","134.39112","167.33012","205.20997","245.72494","292.16893","364.96412","489.14415","1225.66019","84.817925","150.86062","225.467455","328.566525","857.40217",0,NA,4692.139506,"NIC",46.15629,2,288.89,194.55,16.1,38.4,13.8,47.8,4.49,80.87597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","NIU","Oceania","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","NLD","Europe","Netherlands","i",1585.92,"558.24384","854.81088","1027.67616","1170.40896","1306.79808","1463.80416","1652.52864","1901.51808","2274.20928","3647.616","706.52736","1099.04256","1385.30112","1777.02336","2960.91264",0,-9,45691.39293,"NLD",28.12108,4,1496.93,1318.62,NA,NA,NA,NA,26.31,NA,6.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","NOR","Europe","Norway","i",2162.8799,"750.51936","1191.74688","1429.66368","1615.67136","1810.33056","2024.45568","2286.16416","2617.0848","3090.75552","4814.57088","971.13312","1522.66752","1917.39312","2451.62448","3952.6632",0,-5.331291,64004.08444,"NOR",27.55783,4,2000.46,1811.78,NA,NA,NA,NA,35.12,NA,7.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","NPL","Asia","Nepal","c",119.01,"41.6535","57.36282","66.76461","77.47551","89.97156","102.94365","119.12901","140.90784","179.7051","314.30541","49.50816","72.12006","96.457605","130.018425","247.005255",0,NA,2265.053018,"NPL",32.84059,1,119.01,96.25,28.6,27.3,28.3,44.3,2.2,312.661701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","NRU","Oceania","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRU",34.76618,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","NZL","Oceania","New Zealand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33846.47079,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","OMN","Asia","Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36854.53292,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","OWID_AFR","","Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","OWID_ASI","","Asia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","OWID_CYN","Asia","Northern Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","OWID_EUN","","European Union",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34771.4937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","OWID_EUR","","Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","OWID_HIC","","High income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38719.70075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","OWID_INT","","International",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","OWID_KOS","Europe","Kosovo","c",280.23999,"106.21096","150.76912","177.67216","203.174","225.87344","251.65552","282.20168","323.95744","392.336","688.26944","128.49004","190.42308","238.76448","303.07956","540.30272",0,NA,8694.631864,"OWID_KOS",29.01294,2,255.34,224.91,NA,NA,NA,NA,NA,2.398123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","OWID_LIC","","Low income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516.97077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13629.26,1967,6420.94,5852.97,564.82,103.39,1194.67,3990.09,2472.21,1517.88,567.97,151.94,213.57,20.37,15.6,416.03,5563.69,3737.41,1826.27,-322.37,510.63,30.99,644.08,625.3
"163","OWID_LMC","","Lower middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5752.044368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25947.6,6531.24,6949.44,5005.93,137.64,105.35,500.38,4262.57,2646.24,1616.33,1943.51,1463.61,952.65,145.31,372.93,479.91,13116.55,9238.26,3878.29,-649.63,1772.91,341.64,2020.95,2012.99
"164","OWID_NAM","","North America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51181.21051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,986620.53,217570.78,26513.6,15930.59,655.76,6242.69,2031.62,7000.53,4389.25,2611.28,10583.01,9012.88,4296.67,157.48,4558.74,1570.12,762896.49,449328.9,313567.59,-20360.34,46615.2,3976.88,54128.58,55473.24
"165","OWID_OCE","","Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
