"","iso_code","continent","Entity","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million","income_welfare","mean_mthly_income","d1avgincome","d2avgincome","d3avgincome","d4avgincome","d5avgincome","d6avgincome","d7avgincome","d8avgincome","d9avgincome","d10avgincome","q1avgincome","q2avgincome","q3avgincome","q4avgincome","q5avgincome","mthly_income_flag","GDP.growth.from.previous.year..2020.Q2","GDP.per.capita.PPP.2011...WDI..2016.","Code","Gini.index","Income.classification..World.Bank.2017.","Mean.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Median.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Multidimensional.Poverty..headcount.ratio...Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.education.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.health.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.living.standards.to.overall.poverty..Alkire.and.Robles..2016..","National.poverty.lines..Jolliffe.and.Prydz..2016..","Cost.of.closing.the.poverty.gap.in.int...2011..PovcalNet..World.Bank...2017..","Poverty.rate...50..of.median...LIS.Key.Figures..2018.","Total.wealth","Produced.capital..including.urban.land.","Natural.capital..timber..non.timber..protected.areas..land..sub.soil.assets.","Natural.capital..renewable..excluding.sub.soil.assets.","Forest..timber","Forest..non.timber","Protected.areas","Land..crop..pasture.","Cropland","Pastureland","Sub.soil.assets..fossil.energy.resources..metals.and.minerals.","Fossil.energy.resources..oil..natural.gas..coal.","Oil","Natural.gas","Coal","Metals.and.minerals","Human.capital","Human.capital..total.male","Human.capital..total.female","Net.foreign.assets","Adjusted.net.national.income","Adjusted.net.saving","Gross.domestic.product","Gross.national.income"
"142","NAM","Africa","Namibia",129067,7,6.286,3565,1,0.143,49883.974,2.705,2.429,1377.861,0.386,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,2587344,3.078,22,3.552,2.085,9541.808,13.4,243.811,3.94,9.7,34.2,44.6,NA,63.71,0.646,NA,NA,NA,NA,"c",342.70999,"32.90016","61.34509","85.6775","113.43701","146.67988","190.54676","254.63353","357.44653","565.12879","1619.30475","47.122625","99.557255","168.61332","306.04003","1092.21677",0,NA,9497.789209,"NAM",59.06661,3,237.07,103.81,42,11.5,38.7,49.8,2.14,83.767865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","NCL","Oceania","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",342806,178199,164607,NA,NA,401,118.94,61.83,57.11,NA,1391,107,0.037,NA,288217,15.342,33.4,9.954,6.489,NA,NA,NA,23.36,NA,NA,NA,NA,77.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","NER","Africa","Niger",6726,23,22.429,235,3,1.143,267.64,0.915,0.892,9.351,0.119,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25130810,16.955,15.1,2.553,1.378,926,44.5,238.339,2.42,0.1,15.4,8.978,0.3,62.42,0.394,NA,NA,NA,NA,"c",78.699997,"25.184","36.0446","42.7341","50.1319","57.9232","67.682","78.9361","94.44","121.198","212.6474","30.6143","46.433","62.8026","86.68805","166.9227",0,NA,894.6284162,"NER",34.27658,1,77.62,61.14,89.3,32.1,27.7,40.1,1.86,1720.182366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","NGA","Africa","Nigeria",213177,0,49.714,2968,0,7.714,1008.403,0,0.235,14.04,0,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211400704,209.588,18.1,2.751,1.447,5338.454,NA,181.013,2.42,0.6,10.8,41.949,NA,54.69,0.539,NA,NA,NA,NA,"c",75.860001,"15.47544","25.26138","32.84738","40.81268","49.46072","59.47424","72.4463","91.25958","123.34836","248.28978","20.36841","36.83003","54.46748","81.85294","185.81907",0,-6.1,5639.447041,"NGA",35.12774,2,75.86,54.1,53.2,28.2,33.1,38.7,1.65,23490.73132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","NIC","North America","Nicaragua",17023,146,46.286,210,0,0.143,2539.844,21.783,6.906,31.332,0,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6702379,51.667,27.3,5.445,3.519,5321.444,3.2,137.016,11.47,NA,NA,NA,0.9,74.48,0.66,NA,NA,NA,NA,"i",329.39001,"65.21922","104.41663","134.39112","167.33012","205.20997","245.72494","292.16893","364.96412","489.14415","1225.66019","84.817925","150.86062","225.467455","328.566525","857.40217",0,NA,4692.139506,"NIC",46.15629,2,288.89,194.55,16.1,38.4,13.8,47.8,4.49,80.87597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","NIU","Oceania","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2352,1202,1150,NA,NA,42,145.72,74.47,71.25,NA,26022,1,0.062,NA,1614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","NLD","Europe","Netherlands",2375012,20210,15814.857,19228,35,24.857,138298.434,1176.841,920.909,1119.658,2.038,1.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17173094,508.544,43.2,18.779,11.881,48472.545,NA,109.361,5.29,24.4,27.3,NA,3.32,82.28,0.944,NA,NA,NA,NA,"i",1585.92,"558.24384","854.81088","1027.67616","1170.40896","1306.79808","1463.80416","1652.52864","1901.51808","2274.20928","3647.616","706.52736","1099.04256","1385.30112","1777.02336","2960.91264",0,-9,45691.39293,"NLD",28.12108,4,1496.93,1318.62,NA,NA,NA,NA,26.31,NA,6.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","NOR","Europe","Norway",232839,3530,1760.857,952,1,4,42600.586,645.854,322.169,174.179,0.183,0.732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5465629,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,NA,3.6,82.4,0.957,NA,NA,NA,NA,"i",2162.8799,"750.51936","1191.74688","1429.66368","1615.67136","1810.33056","2024.45568","2286.16416","2617.0848","3090.75552","4814.57088","971.13312","1522.66752","1917.39312","2451.62448","3952.6632",0,-5.331291,64004.08444,"NOR",27.55783,4,2000.46,1811.78,NA,NA,NA,NA,35.12,NA,7.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","NPL","Asia","Nepal",817672,339,328.571,11482,4,4,27554.312,11.424,11.072,386.926,0.135,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29674920,204.43,25,5.809,3.212,2442.804,15,260.797,7.26,9.5,37.8,47.782,0.3,70.78,0.602,NA,NA,NA,NA,"c",119.01,"41.6535","57.36282","66.76461","77.47551","89.97156","102.94365","119.12901","140.90784","179.7051","314.30541","49.50816","72.12006","96.457605","130.018425","247.005255",0,NA,2265.053018,"NPL",32.84059,1,119.01,96.25,28.6,27.3,28.3,44.3,2.2,312.661701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","NRU","Oceania","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",14863,7612,7251,NA,NA,2,136.7,70.01,66.69,NA,184,2,0.018,NA,10873,682.45,NA,NA,NA,12895.635,NA,NA,24.07,43,36.9,NA,5,59.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NRU",34.76618,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","NZL","Oceania","New Zealand",9286,197,194.714,35,0,0.429,1812.751,38.457,38.011,6.832,0,0.084,NA,NA,NA,NA,NA,NA,NA,NA,NA,21674,4505129,879.461,4.231,27072,5.285,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5122600,18.206,37.9,15.322,9.72,36085.843,NA,128.797,8.08,14.8,17.2,NA,2.61,82.29,0.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33846.47079,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","OMN","Asia","Oman",304441,4,7.429,4113,0,0,58284.336,0.766,1.422,787.422,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5223376,14.98,30.7,2.355,1.53,37960.709,NA,266.342,12.61,0.5,15.6,97.4,1.6,77.86,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36854.53292,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","OWID_AFR","","Africa",8566590,3375,3798,220963,179,160.571,6237.113,2.457,2.765,160.877,0.13,0.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373486472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","OWID_ASI","","Asia",80865882,87830,89250,1198654,1333,1393.571,17284.778,18.773,19.077,256.208,0.285,0.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4678444992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","OWID_CYN","Asia","Northern Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",563953,277641,265245,56061,NA,1011,147.54,72.64,69.39,14.67,2645,165,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","OWID_EUN","","European Union",42796277,215488,181851,821341,1933,1523.571,95700.452,481.871,406.653,1836.672,4.323,3.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447189915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34771.4937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","OWID_EUR","","Europe",69262097,322860,293891.286,1365515,4417,3766.429,92477.33,431.076,392.398,1823.208,5.897,5.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748962983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","OWID_HIC","","High income",109088443,352400,317400.571,1792533,3197,2490.286,89789.883,290.058,261.25,1475.421,2.631,2.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1214930230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38719.70075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","OWID_INT","","International",721,0,0,15,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","OWID_KOS","Europe","Kosovo",160957,5,9.429,2980,0,0.286,90317.965,2.806,5.291,1672.17,0,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1782115,168.155,NA,NA,NA,9795.834,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"c",280.23999,"106.21096","150.76912","177.67216","203.174","225.87344","251.65552","282.20168","323.95744","392.336","688.26944","128.49004","190.42308","238.76448","303.07956","540.30272",0,NA,8694.631864,"OWID_KOS",29.01294,2,255.34,224.91,NA,NA,NA,NA,NA,2.398123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","OWID_LIC","","Low income",1369677,873,825,36941,54,34.143,2059.203,1.312,1.24,55.538,0.081,0.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,665149040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1516.97077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13629.26,1967,6420.94,5852.97,564.82,103.39,1194.67,3990.09,2472.21,1517.88,567.97,151.94,213.57,20.37,15.6,416.03,5563.69,3737.41,1826.27,-322.37,510.63,30.99,644.08,625.3
"163","OWID_LMC","","Lower middle income",63019983,54541,58584.857,1132495,1716,1623.143,18921.212,16.375,17.59,340.022,0.515,0.487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3330652550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5752.044368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25947.6,6531.24,6949.44,5005.93,137.64,105.35,500.38,4262.57,2646.24,1616.33,1943.51,1463.61,952.65,145.31,372.93,479.91,13116.55,9238.26,3878.29,-649.63,1772.91,341.64,2020.95,2012.99
"164","OWID_NAM","","North America",56727072,93704,93173,1150619,1602,1436.143,95086.912,157.068,156.178,1928.688,2.685,2.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596581283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51181.21051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,986620.53,217570.78,26513.6,15930.59,655.76,6242.69,2031.62,7000.53,4389.25,2611.28,10583.01,9012.88,4296.67,157.48,4558.74,1570.12,762896.49,449328.9,313567.59,-20360.34,46615.2,3976.88,54128.58,55473.24
"165","OWID_OCE","","Oceania",287659,1494,1632.714,3073,9,13.429,6655.699,34.567,37.777,71.101,0.208,0.311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43219954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","OWID_SAM","","South America",38671552,13038,19875.857,1176035,250,398.714,89051.582,30.023,45.769,2708.135,0.576,0.918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434260137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","OWID_UMC","","Upper middle income",80902722,114487,124810.429,2152890,2823,3021.286,32185.065,45.546,49.653,856.472,1.123,1.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2513672790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13718.51678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114444.87,28526.93,18960,12337.1,468.62,1247.63,1635.08,8985.76,6176,2809.76,6622.9,4650.49,2850.18,235.19,1568.65,1972.41,67389.66,40348.52,27041.14,-431.71,6354.4,1288.36,8273.64,8196.84
"168","OWID_WRL","","World",254382438,522301,501620.857,5114874,7790,7168.857,32302.672,66.324,63.698,649.511,0.989,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7874965730,58.045,30.9,8.696,5.355,15469.207,10,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14286.68337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169349.1,44760.26,15840.88,8578.93,353.5,1194.66,1148.77,5882.01,3819.11,2062.9,7261.95,5764.7,4408.47,507.72,1022.62,1497.25,109423.5,67008.47,42415.03,-675.55,9141.64,1265.93,11121.33,11176.49
"169","PAK","Asia","Pakistan",1280362,270,321.143,28628,10,8.857,5685.446,1.199,1.426,127.123,0.044,0.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,33435,21452460,95.26,0.148,38152,0.169,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225199929,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.557,NA,NA,NA,NA,"c",150.3,"58.4667","74.6991","86.1219","97.5447","110.0196","124.4484","142.0335","166.6827","208.7667","434.367","66.5829","91.8333","117.234","154.3581","321.56685",0,NA,4590.146529,"PAK",31.60009,2,134.53,109.85,44.2,31.5,37.3,31.3,2.05,1281.683703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","PAN","North America","Panama",474928,307,200.857,7348,5,1.857,108391.876,70.066,45.841,1677.019,1.141,0.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4381583,55.133,29.7,7.918,5.03,22267.037,2.2,128.346,8.33,2.4,9.9,NA,2.3,78.51,0.815,NA,NA,NA,NA,"i",747.06,"82.1766","174.81204","260.72394","347.3829","443.00658","549.83616","682.81284","881.5308","1230.40782","2817.16326","128.49432","304.05342","496.42137","782.17182","2023.78554",0,NA,19934.0278,"PAN",49.83834,3,630.31,404.19,NA,NA,NA,NA,6.96,21.13788,22.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","PCN","Oceania","Pitcairn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",94,47,47,NA,NA,0,200,100,100,NA,0,0,0,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
